PERIODO;LINEA;DIA;ORDEN;TREN;SAL_C1;SAL_C2;INT_C1;INT_C2;FORM;OBSERVACIONES;
2015;E;DOMINGO;63;4;15:36:00;16:00:00;08:00;08:00;4;;
2015;E;DOMINGO;64;5;15:44:00;16:08:00;08:00;08:00;4;;
2015;E;DOMINGO;65;6;15:52:00;16:16:00;08:00;08:00;4;;
2015;E;DOMINGO;66;1;16:00:00;16:24:00;08:00;08:00;4;;
2015;E;DOMINGO;67;2;16:08:00;16:32:00;08:00;08:00;4;;
2015;E;DOMINGO;68;3;16:16:00;16:40:00;08:00;08:00;4;;
2015;E;DOMINGO;69;4;16:24:00;16:48:00;08:00;08:00;4;;
2015;E;DOMINGO;70;5;16:32:00;16:56:00;08:00;08:00;4;;
2015;E;DOMINGO;71;6;16:40:00;17:04:00;08:00;08:00;4;;
2015;E;DOMINGO;72;1;16:48:00;17:12:00;08:00;08:00;4;;
2015;E;DOMINGO;73;2;16:56:00;17:20:00;08:00;08:00;4;;
2015;E;DOMINGO;74;3;17:04:00;17:28:00;08:00;08:00;4;;
2015;E;DOMINGO;75;4;17:12:00;17:36:00;08:00;08:00;4;;
2015;E;DOMINGO;76;5;17:20:00;17:44:00;08:00;08:00;4;;
2015;E;DOMINGO;77;6;17:28:00;17:52:00;08:00;08:00;4;;
2015;E;DOMINGO;78;1;17:36:00;18:00:00;08:00;08:00;4;;
2015;E;DOMINGO;79;2;17:44:00;18:08:00;08:00;08:00;4;;
2015;E;DOMINGO;80;3;17:52:00;18:16:00;08:00;08:00;4;;
2015;E;DOMINGO;81;4;18:00:00;18:24:00;08:00;08:00;4;;
2015;E;DOMINGO;82;5;18:08:00;18:32:00;08:00;08:00;4;;
2015;E;DOMINGO;83;6;18:16:00;18:40:00;08:00;08:00;4;;
2015;E;DOMINGO;84;1;18:24:00;18:48:00;08:00;08:00;4;;
2015;E;DOMINGO;85;2;18:32:00;18:56:00;08:00;08:00;4;;
2015;E;DOMINGO;86;3;18:40:00;19:04:00;08:00;08:00;4;;
2015;E;DOMINGO;87;4;18:48:00;19:12:00;08:00;08:00;4;;
2015;E;DOMINGO;88;5;18:56:00;19:20:00;08:00;08:00;4;;
2015;E;DOMINGO;89;6;19:04:00;19:28:00;08:00;08:00;4;;
2015;E;DOMINGO;90;1;19:12:00;19:36:00;08:00;08:00;4;;
2015;E;DOMINGO;91;2;19:20:00;19:44:00;08:00;08:00;4;;
2015;E;DOMINGO;92;3;19:28:00;19:52:00;08:00;08:00;4;;
2015;E;DOMINGO;93;4;19:36:00;20:00:00;08:00;08:00;4;;
2015;E;DOMINGO;94;5;19:44:00;20:08:00;08:00;08:00;4;;
2015;E;DOMINGO;95;6;19:52:00;20:16:00;08:00;08:00;4;;
2015;E;DOMINGO;96;1;20:00:00;20:24:00;08:00;08:00;4;;
2015;E;DOMINGO;97;2;20:08:00;20:32:00;08:00;08:00;4;;
2015;E;DOMINGO;98;3;20:16:00;20:40:00;08:00;08:00;4;;
2015;E;DOMINGO;99;4;20:24:00;20:48:00;08:00;08:00;4;;
2015;E;DOMINGO;100;5;20:32:00;20:56:00;08:00;08:00;4;;
2015;E;DOMINGO;101;6;20:40:00;21:04:00;08:00;08:00;4;;
2015;E;DOMINGO;102;1;20:48:00;21:12:00;08:00;08:00;4;;
2015;E;DOMINGO;103;2;20:56:00;21:20:00;08:00;08:00;4;;
2015;E;DOMINGO;104;3;21:04:00;21:28:00;08:00;08:00;4;;
2015;E;DOMINGO;105;4;21:12:00;21:36:00;08:00;08:00;4;;
2015;E;DOMINGO;106;5;21:20:00;21:46:00;08:00;10:00;4;;
2015;E;DOMINGO;107;6;21:28:00;21:56:00;08:00;10:00;4;;
2015;E;DOMINGO;108;1;21:36:00;22:06:00;08:00;10:00;4;;
2015;E;DOMINGO;109;2;21:44:00;22:15:00;08:00;09:00;4;;
2015;E;DOMINGO;110;3;21:53:00;22:25:00;09:00;10:00;4;;
2015;E;DOMINGO;111;4;22:03:00;22:35:30;10:00;10:30;4;;
2015;E;HABIL;1;2;SALIDA ADELANTADA;SALIDA ADELANTADA;;;;;
2015;E;HABIL;2;3;SALIDA ADELANTADA;04:54:00;;;4;;
2015;E;HABIL;3;4;SALIDA ADELANTADA;05:00:00;;;4;;
2015;E;HABIL;4;5;SALIDA ADELANTADA;05:08:00;;;4;;
2015;E;HABIL;5;6;04:55:00;05:16:00;;;4;;
2015;E;HABIL;6;1;05:00:00;05:25:00;;;4;;
2015;E;HABIL;7;2;05:08:20;05:33:20;;;4;;
2015;E;HABIL;8;3;05:16:40;05:41:40;;;4;;
2015;E;HABIL;9;4;05:25:00;05:50:00;;;4;;
2015;E;HABIL;10;5;05:33:20;05:58:20;;;4;;
2015;E;HABIL;11;6;05:41:40;06:06:40;;;4;;
2015;E;HABIL;12;1;05:50:00;06:15:00;;;4;;
2015;E;HABIL;13;2;05:58:20;06:23:20;;;4;;
2015;E;HABIL;14;3;06:06:40;06:31:45;;;4;;
2015;E;HABIL;15;4;06:15:00;06:40:00;;;4;;
2015;E;HABIL;16;5;06:23:20;06:48:20;;;4;;
2015;E;HABIL;17;6;06:31:40;06:56:45;;;4;;
2015;E;HABIL;18;1;06:40:00;07:05:00;;;4;;
2015;E;HABIL;19;7;SALIDA ADELANTADA;07:11:15;;;4;;
2015;E;HABIL;20;2;06:49:00;07:17:30;;;4;;
2015;E;HABIL;21;3;06:58:00;07:23:45;;;4;;
2015;E;HABIL;22;4;07:05:00;07:30:00;;;4;;
2015;E;HABIL;23;8;07:11:15;07:36:00;;;4;;
2015;E;HABIL;24;5;07:17:00;07:42:45;;;4;;
2015;E;HABIL;25;6;07:23:45;07:48:45;;;4;;
2015;E;HABIL;26;1;07:30:00;07:55:00;;;4;;
2015;E;HABIL;27;7;07:35:33;08:00:33;;;4;;
2015;E;HABIL;28;2;07:41:06;08:05:06;;;4;;
2015;E;HABIL;29;9;SALIDA ADELANTADA;08:12:30;;;4;;
2015;E;HABIL;30;3;07:49:30;08:17:12;;;4;;
2015;E;HABIL;31;4;07:58:00;08:22:45;;;4;;
2015;E;HABIL;32;8;08:03:00;08:29:00;;;4;;
2015;E;HABIL;33;5;08:08:51;08:33:51;;;4;;
2015;E;HABIL;34;6;08:14:24;08:39:24;;;4;;
2015;E;HABIL;35;1;08:20:00;08:44:00;;;4;;
2015;E;HABIL;36;7;08:24:49;08:48:49;;;4;;
2015;E;HABIL;37;2;08:29:38;08:53:38;;;4;;
2015;E;HABIL;38;10;08:34:30;08:58:27;;;4;;
2015;E;HABIL;39;9;08:39:16;09:03:16;;;4;;
2015;E;HABIL;40;3;08:44:45;09:08:45;;;4;;
2015;E;HABIL;41;4;08:48:45;09:12:54;;;4;;
2015;E;HABIL;42;8;08:53:43;09:17:43;;;4;;
2015;E;HABIL;43;5;08:58:32;09:22:32;;;4;;
2015;E;HABIL;44;6;09:03:21;09:27:21;;;4;;
2015;E;HABIL;45;1;09:08:10;09:32:10;;;4;;
2015;E;HABIL;46;7;09:12:59;09:36:59;;;4;;
2015;E;HABIL;47;2;09:17:48;09:41:48;;;4;;
2015;E;HABIL;48;10;09:22:37;09:46:37;;;4;;
2015;E;HABIL;49;9;09:27:26;09:51:26;;;4;;
2015;E;HABIL;50;3;09:32:15;09:56:15;;;4;;
2015;E;HABIL;51;4;09:37:04;10:01:04;;;4;;
2015;E;HABIL;52;8;09:41:53;10:05:53;;;4;;
2015;E;HABIL;53;5;09:46:42;10:10:42;;;4;;
2015;E;HABIL;54;6;09:51:31;10:15:31;;;4;;
2015;E;HABIL;55;1;09:56:20;10:20:20;;;4;;
2015;E;HABIL;56;7;09:59:30;10:24:30;;;4;;
2015;E;HABIL;57;2;10:05:58;10:29:58;;;4;;
2015;E;HABIL;58;10;10:10:47;10:34:51;;;4;;
2015;E;HABIL;59;9;10:15:36;10:40:00;;;4;;
2015;E;HABIL;60;3;10:20:25;10:44:25;;;4;;
2015;E;HABIL;61;4;10:25:14;10:49:14;;;4;;
2015;E;HABIL;62;8;10:30:03;10:54:03;;;4;;
2015;E;HABIL;63;5;10:34:52;10:58:52;;;4;;
2015;E;HABIL;64;6;10:39:41;11:03:41;;;4;;
2015;E;HABIL;65;1;10:44:00;11:08:00;;;4;;
2015;E;HABIL;66;7;10:49:33;11:14:33;;;4;;
2015;E;HABIL;67;2;10:55:06;11:20:06;;;4;;
2015;E;HABIL;68;10;11:00:15;11:25:39;;;4;;
2015;E;HABIL;69;9;11:06:25;11:31:12;;;4;;
2015;E;HABIL;70;3;11:11:45;11:36:45;;;4;;
2015;E;HABIL;71;8;11:18:18;11:42:18;;;4;;
2015;E;HABIL;72;5;11:22:51;11:47:51;;;4;;
2015;E;HABIL;73;6;11:28:15;11:53:24;;;4;;
2015;E;HABIL;74;1;11:33:57;11:58:57;;;4;;
2015;E;HABIL;75;7;11:39:30;12:04:30;;;4;;
2015;E;HABIL;76;2;11:45:03;12:10:03;;;4;;
2015;E;HABIL;77;10;11:50:36;12:15:36;;;4;;
2015;E;HABIL;78;9;11:56:09;12:21:09;;;4;;
2015;E;HABIL;79;3;12:01:42;12:26:42;;;4;;
2015;E;HABIL;80;8;12:07:15;12:32:15;;;4;;
2015;E;HABIL;81;5;12:12:48;12:37:48;;;4;;
2015;E;HABIL;82;6;12:18:21;12:43:21;;;4;;
2015;E;HABIL;83;1;12:23:54;12:48:54;;;4;;
2015;E;HABIL;84;7;12:29:27;12:54:27;;;4;;
2015;E;HABIL;85;2;12:35:00;13:00:00;;;4;;
2015;E;HABIL;86;10;12:40:33;13:05:33;;;4;;
2015;E;HABIL;87;9;12:46:06;13:11:06;;;4;;
2015;E;HABIL;88;3;12:51:39;13:16:39;;;4;;
2015;E;HABIL;89;8;12:57:12;13:22:12;;;4;;
2015;E;HABIL;90;5;13:02:45;13:27:45;;;4;;
2015;E;HABIL;91;6;13:08:18;13:33:18;;;4;;
2015;E;HABIL;92;1;13:13:51;13:38:51;;;4;;
2015;E;HABIL;93;7;13:19:24;13:44:24;;;4;;
2015;E;HABIL;94;2;13:24:57;13:49:57;;;4;;
2015;E;HABIL;95;10;13:30:30;13:55:30;;;4;;
2015;E;HABIL;96;9;13:36:03;14:01:03;;;4;;
2015;E;HABIL;97;3;13:41:36;14:06:36;;;4;;
2015;E;HABIL;98;8;13:47:09;14:12:09;;;4;;
2015;E;HABIL;99;5;13:52:42;14:17:42;;;4;;
2015;E;HABIL;100;6;13:58:15;14:23:15;;;4;;
2015;E;HABIL;101;1;14:03:48;14:28:48;;;4;;
2015;E;HABIL;102;7;14:09:21;14:34:21;;;4;;
2015;E;HABIL;103;2;14:14:54;14:39:54;;;4;;
2015;E;HABIL;104;10;14:20:27;14:45:27;;;4;;
2015;E;HABIL;105;9;14:26:00;14:51:00;;;4;;
2015;E;HABIL;106;3;14:31:33;14:56:33;;;4;;
2015;E;HABIL;107;8;14:37:06;15:02:06;;;4;;
2015;E;HABIL;108;5;14:42:39;15:07:39;;;4;;
2015;E;HABIL;109;6;14:48:12;15:13:12;;;4;;
2015;E;HABIL;110;1;14:53:45;15:18:45;;;4;;
2015;E;HABIL;111;7;14:59:18;15:24:18;;;4;;
2015;E;HABIL;112;2;15:04:51;15:29:51;;;4;;
2015;E;HABIL;113;10;15:10:24;15:35:24;;;4;;
2015;E;HABIL;114;9;15:15:57;15:40:57;;;4;;
2015;E;HABIL;115;3;15:21:30;15:46:30;;;4;;
2015;E;HABIL;116;8;15:27:03;15:52:03;;;4;;
2015;E;HABIL;117;5;15:32:36;15:57:36;;;4;;
2015;E;HABIL;118;6;15:38:09;16:03:09;;;4;;
2015;E;HABIL;119;1;15:43:42;16:08:42;;;4;;
2015;E;HABIL;120;7;15:49:15;16:14:15;;;4;;
2015;E;HABIL;121;2;15:54:48;16:19:48;;;4;;
2015;E;HABIL;122;10;16:00:21;16:24:21;;;4;;
2015;E;HABIL;123;9;16:05:54;16:30:54;;;4;;
2015;E;HABIL;124;3;16:11:27;16:36:05;;;4;;
2015;E;HABIL;125;8;16:17:00;16:42:30;;;4;;
2015;E;HABIL;126;5;16:22:33;16:47:33;;;4;;
2015;E;HABIL;127;6;16:28:06;16:53:06;;;4;;
2015;E;HABIL;128;1;16:34:00;16:59:00;;;4;;
2015;E;HABIL;129;7;16:38:49;17:01:49;;;4;;
2015;E;HABIL;130;2;16:43:38;17:06:38;;;4;;
2015;E;HABIL;131;10;16:48:27;17:11:27;;;4;;
2015;E;HABIL;132;4;16:53:16;17:16:16;;;4;;
2015;E;HABIL;133;9;16:58:05;17:21:05;;;4;;
2015;E;HABIL;134;3;17:02:45;17:25:54;;;4;;
2015;E;HABIL;135;8;17:07:43;17:30:43;;;4;;
2015;E;HABIL;136;5;17:12:32;17:35:32;;;4;;
2015;E;HABIL;137;6;17:17:21;17:40:21;;;4;;
2015;E;HABIL;138;1;17:22:10;17:45:10;;;4;;
2015;E;HABIL;139;7;17:26:59;17:49:59;;;4;;
2015;E;HABIL;140;2;17:31:48;17:54:48;;;4;;
2015;E;HABIL;141;10;17:36:37;18:00:00;;;4;;
2015;E;HABIL;142;4;17:41:26;18:04:26;;;4;;
2015;E;HABIL;143;9;17:46:15;18:09:15;;;4;;
2015;E;HABIL;144;3;17:51:04;18:14:04;;;4;;
2015;E;HABIL;145;8;17:55:53;18:18:53;;;4;;
2015;E;HABIL;146;5;18:00:42;18:23:42;;;4;;
2015;E;HABIL;147;6;18:05:31;18:28:31;;;4;;
2015;E;HABIL;148;1;18:10:20;18:33:20;;;4;;
2015;E;HABIL;149;7;18:15:09;18:38:09;;;4;;
2015;E;HABIL;150;2;18:19:58;18:42:58;;;4;;
2015;E;HABIL;151;10;18:24:47;18:47:47;;;4;;
2015;E;HABIL;152;4;18:29:36;18:52:36;;;4;;
2015;E;HABIL;153;9;18:34:25;18:57:25;;;4;;
2015;E;HABIL;154;3;18:39:14;19:02:14;;;4;;
2015;E;HABIL;155;8;18:44:03;19:07:03;;;4;;
2015;E;HABIL;156;5;18:48:52;19:11:52;;;4;;
2015;E;HABIL;157;6;18:53:41;19:16:41;;;4;;
2015;E;HABIL;158;1;18:58:30;19:21:30;;;4;;
2015;E;HABIL;159;7;19:03:19;19:26:19;;;4;;
2015;E;HABIL;160;2;19:08:08;19:31:08;;;4;;
2015;E;HABIL;161;10;19:12:57;19:35:57;;;4;;
2015;E;HABIL;162;4;19:17:46;19:40:46;;;4;;
2015;E;HABIL;163;9;19:22:35;19:45:35;;;4;;
2015;E;HABIL;164;3;19:27:24;19:52:25;;;4;;
2015;E;HABIL;165;8;19:32:13;SALIDA ADELANTADA;;;4;;
2015;E;HABIL;166;5;19:36:02;19:59:59;;;4;;
2015;E;HABIL;167;6;19:41:51;20:05:51;;;4;;
2015;E;HABIL;168;1;19:46:40;20:10:40;;;4;;
2015;E;HABIL;169;7;19:52:23;20:17:55;;;4;;
2015;E;HABIL;170;2;19:59:10;20:24:10;;;4;;
2015;E;HABIL;171;4;20:06:25;20:30:25;;;4;;
2015;E;HABIL;172;9;20:11:40;20:36:40;;;4;;
2015;E;HABIL;173;3;20:18:13;20:42:55;;;4;;
2015;E;HABIL;174;5;20:25:10;20:51:10;;;4;;
2015;E;HABIL;175;6;20:30:55;SALIDA ADELANTADA;;;4;;
2015;E;HABIL;176;1;20:36:00;21:01:00;;;4;;
2015;E;HABIL;177;7;20:44:20;21:09:20;;;4;;
2015;E;HABIL;178;2;20:51:40;21:16:40;;;4;;
2015;E;HABIL;179;9;21:01:00;21:26:00;;;4;;
2015;E;HABIL;180;3;21:09:20;21:34:20;;;4;;
2015;E;HABIL;181;5;21:17:40;21:42:40;;;4;;
2015;E;HABIL;182;1;21:26:00;21:51:00;;;4;;
2015;E;HABIL;183;7;21:34:20;21:59:20;;;4;;
2015;E;HABIL;184;2;21:40:40;22:04:40;;;4;;
2015;E;HABIL;185;9;21:50:00;22:14:00;;;4;;
2015;E;HABIL;186;3;21:59:20;22:23:20;;;4;;
2015;E;HABIL;187;5;22:07:40;22:32:40;;;4;;
2015;E;HABIL;188;1;22:16:00;22:40:00;;;4;;
2015;E;HABIL;189;7;22:23:20;22:49:40;;;4;;
2015;E;HABIL;190;2;22:27:40;22:59:30;;;4;;
2015;E;SABADO;1;4;SALIDA ADELANTADA;SALIDA ADELANTADA;;;4;;
2015;E;SABADO;2;5;SALIDA ADELANTADA;04:54:00;;;4;;
2015;E;SABADO;3;3;SALIDA ADELANTADA;05:00:00;;06:00;4;;
2015;E;SABADO;4;2;SALIDA ADELANTADA;05:08:00;;08:00;4;;
2015;E;SABADO;5;6;04:52:00;05:16:00;;08:00;4;;
2015;E;SABADO;6;1;05:00:00;05:24:00;08:00;08:00;4;;
2015;E;SABADO;7;2;05:08:00;05:32:00;08:00;08:00;4;;
2015;E;SABADO;8;3;05:16:00;05:40:00;08:00;08:00;4;;
2015;E;SABADO;9;4;05:24:00;05:48:00;08:00;08:00;4;;
2015;E;SABADO;10;5;05:32:00;05:56:00;08:00;08:00;4;;
2015;E;SABADO;11;6;05:40:00;06:04:00;08:00;08:00;4;;
2015;E;SABADO;12;1;05:48:00;06:12:00;08:00;08:00;4;;
2015;E;SABADO;13;2;05:56:00;06:20:00;08:00;08:00;4;;
2015;E;SABADO;14;3;06:04:00;06:28:00;08:00;08:00;4;;
2015;E;SABADO;15;4;06:12:00;06:36:00;08:00;08:00;4;;
2015;E;SABADO;16;5;06:20:00;06:44:00;08:00;08:00;4;;
2015;E;SABADO;17;6;06:28:00;06:52:00;08:00;08:00;4;;
2015;E;SABADO;18;1;06:36:00;07:00:00;08:00;08:00;4;;
2015;E;SABADO;19;2;06:44:00;07:08:00;08:00;08:00;4;;
2015;E;SABADO;20;3;06:52:00;07:16:00;08:00;08:00;4;;
2015;E;SABADO;21;4;07:00:00;07:24:00;08:00;08:00;4;;
2015;E;SABADO;22;5;07:08:00;07:32:00;08:00;08:00;4;;
2015;E;SABADO;23;6;07:16:00;07:40:00;08:00;08:00;4;;
2015;E;SABADO;24;1;07:24:00;07:48:00;08:00;08:00;4;;
2015;E;SABADO;25;2;07:32:00;07:56:00;08:00;08:00;4;;
2015;E;SABADO;26;3;07:40:00;08:04:00;08:00;08:00;4;;
2015;E;SABADO;27;4;07:48:00;08:12:00;08:00;08:00;4;;
2015;E;SABADO;28;5;07:56:00;08:20:00;08:00;08:00;4;;
2015;E;SABADO;29;6;08:04:00;08:28:00;08:00;08:00;4;;
2015;E;SABADO;30;1;08:12:00;08:36:00;08:00;08:00;4;;
2015;E;SABADO;31;2;08:20:00;08:44:00;08:00;08:00;4;;
2015;E;SABADO;32;3;08:28:00;08:52:00;08:00;08:00;4;;
2015;E;SABADO;33;4;08:36:00;09:00:00;08:00;08:00;4;;
2015;E;SABADO;34;5;08:44:00;09:08:00;08:00;08:00;4;;
2015;E;SABADO;35;6;08:52:00;09:16:00;08:00;08:00;4;;
2015;E;SABADO;36;1;09:00:00;09:24:00;08:00;08:00;4;;
2015;E;SABADO;37;2;09:08:00;09:32:00;08:00;08:00;4;;
2015;E;SABADO;38;3;09:16:00;09:40:00;08:00;08:00;4;;
2015;E;SABADO;39;4;09:24:00;09:48:00;08:00;08:00;4;;
2015;E;SABADO;40;5;09:32:00;09:56:00;08:00;08:00;4;;
2015;E;SABADO;41;6;09:40:00;10:04:00;08:00;08:00;4;;
2015;E;SABADO;42;1;09:48:00;10:12:00;08:00;08:00;4;;
2015;E;SABADO;43;2;09:56:00;10:20:00;08:00;08:00;4;;
2015;E;SABADO;44;3;10:04:00;10:28:00;08:00;08:00;4;;
2015;E;SABADO;45;4;10:12:00;10:36:00;08:00;08:00;4;;
2015;E;SABADO;46;5;10:20:00;10:44:00;08:00;08:00;4;;
2015;E;SABADO;47;6;10:28:00;10:52:00;08:00;08:00;4;;
2015;E;SABADO;48;1;10:36:00;11:00:00;08:00;08:00;4;;
2015;E;SABADO;49;2;10:44:00;11:08:00;08:00;08:00;4;;
2015;E;SABADO;50;3;10:52:00;11:16:00;08:00;08:00;4;;
2015;E;SABADO;51;4;11:00:00;11:24:00;08:00;08:00;4;;
2015;E;SABADO;52;5;11:08:00;11:32:00;08:00;08:00;4;;
2015;E;SABADO;53;6;11:16:00;11:40:00;08:00;08:00;4;;
2015;E;SABADO;54;1;11:24:00;11:48:00;08:00;08:00;4;;
2015;E;SABADO;55;2;11:32:00;11:56:00;08:00;08:00;4;;
2015;E;SABADO;56;3;11:40:00;12:04:00;08:00;08:00;4;;
2015;E;SABADO;57;4;11:48:00;12:12:00;08:00;08:00;4;;
2015;E;SABADO;58;5;11:56:00;12:20:00;08:00;08:00;4;;
2015;E;SABADO;59;6;12:04:00;12:28:00;08:00;08:00;4;;
2015;E;SABADO;60;1;12:12:00;12:36:00;08:00;08:00;4;;
2015;E;SABADO;61;2;12:20:00;12:44:00;08:00;08:00;4;;
2015;E;SABADO;62;3;12:28:00;12:52:00;08:00;08:00;4;;
2015;E;SABADO;63;4;12:36:00;13:00:00;08:00;08:00;4;;
2015;E;SABADO;64;5;12:44:00;13:08:00;08:00;08:00;4;;
2015;E;SABADO;65;6;12:52:00;13:16:00;08:00;08:00;4;;
2015;E;SABADO;66;1;13:00:00;13:24:00;08:00;08:00;4;;
2015;E;SABADO;67;2;13:08:00;13:32:00;08:00;08:00;4;;
2015;E;SABADO;68;3;13:16:00;13:40:00;08:00;08:00;4;;
2015;E;SABADO;69;4;13:24:00;13:48:00;08:00;08:00;4;;
2015;E;SABADO;70;5;13:32:00;13:56:00;08:00;08:00;4;;
2015;E;SABADO;71;6;13:40:00;14:04:00;08:00;08:00;4;;
2015;E;SABADO;72;1;13:48:00;14:12:00;08:00;08:00;4;;
2015;E;SABADO;73;2;13:56:00;14:20:00;08:00;08:00;4;;
2015;E;SABADO;74;3;14:04:00;14:28:00;08:00;08:00;4;;
2015;E;SABADO;75;4;14:12:00;14:36:00;08:00;08:00;4;;
2015;E;SABADO;76;5;14:20:00;14:44:00;08:00;08:00;4;;
2015;E;SABADO;77;6;14:28:00;14:52:00;08:00;08:00;4;;
2015;E;SABADO;78;1;14:36:00;15:00:00;08:00;08:00;4;;
2015;E;SABADO;79;2;14:44:00;15:08:00;08:00;08:00;4;;
2015;E;SABADO;80;3;14:52:00;15:16:00;08:00;08:00;4;;
2015;E;SABADO;81;4;15:00:00;15:24:00;08:00;08:00;4;;
2015;E;SABADO;82;5;15:08:00;15:32:00;08:00;08:00;4;;
2015;E;SABADO;83;6;15:16:00;15:40:00;08:00;08:00;4;;
2015;E;SABADO;84;1;15:24:00;15:48:00;08:00;08:00;4;;
2015;E;SABADO;85;2;15:32:00;15:56:00;08:00;08:00;4;;
2015;E;SABADO;86;3;15:40:00;16:04:00;08:00;08:00;4;;
2015;E;SABADO;87;4;15:48:00;16:12:00;08:00;08:00;4;;
2015;E;SABADO;88;5;15:56:00;16:20:00;08:00;08:00;4;;
2015;E;SABADO;89;6;16:04:00;16:28:00;08:00;08:00;4;;
2015;E;SABADO;90;1;16:12:00;16:36:00;08:00;08:00;4;;
2015;E;SABADO;91;2;16:20:00;16:44:00;08:00;08:00;4;;
2015;E;SABADO;92;3;16:28:00;16:52:00;08:00;08:00;4;;
2015;E;SABADO;93;4;16:36:00;17:00:00;08:00;08:00;4;;
2015;E;SABADO;94;5;16:44:00;17:08:00;08:00;08:00;4;;
2015;E;SABADO;95;6;16:52:00;17:16:00;08:00;08:00;4;;
2015;E;SABADO;96;1;17:00:00;17:24:00;08:00;08:00;4;;
2015;E;SABADO;97;2;17:08:00;17:32:00;08:00;08:00;4;;
2015;E;SABADO;98;3;17:16:00;17:40:00;08:00;08:00;4;;
2015;E;SABADO;99;4;17:24:00;17:48:00;08:00;08:00;4;;
2015;E;SABADO;100;5;17:32:00;17:56:00;08:00;08:00;4;;
2015;E;SABADO;101;6;17:40:00;18:04:00;08:00;08:00;4;;
2015;E;SABADO;102;1;17:48:00;18:12:00;08:00;08:00;4;;
2015;E;SABADO;103;2;17:56:00;18:20:00;08:00;08:00;4;;
2015;E;SABADO;104;3;18:04:00;18:28:00;08:00;08:00;4;;
2015;E;SABADO;105;4;18:12:00;18:36:00;08:00;08:00;4;;
2015;E;SABADO;106;5;18:20:00;18:44:00;08:00;08:00;4;;
2015;E;SABADO;107;6;18:28:00;18:52:00;08:00;08:00;4;;
2015;E;SABADO;108;1;18:36:00;19:00:00;08:00;08:00;4;;
2015;E;SABADO;109;2;18:44:00;19:08:00;08:00;08:00;4;;
2015;E;SABADO;110;3;18:52:00;19:16:00;08:00;08:00;4;;
2015;E;SABADO;111;4;19:00:00;19:24:00;08:00;08:00;4;;
2015;E;SABADO;112;5;19:08:00;19:32:00;08:00;08:00;4;;
2015;E;SABADO;113;6;19:16:00;19:40:00;08:00;08:00;4;;
2015;E;SABADO;114;1;19:24:00;19:48:00;08:00;08:00;4;;
2015;E;SABADO;115;2;19:32:00;19:56:00;08:00;08:00;4;;
2015;E;SABADO;116;3;19:40:00;20:04:00;08:00;08:00;4;;
2015;E;SABADO;117;4;19:48:00;20:12:00;08:00;08:00;4;;
2015;E;SABADO;118;5;19:56:00;20:20:00;08:00;08:00;4;;
2015;E;SABADO;119;6;20:04:00;20:28:00;08:00;08:00;4;;
2015;E;SABADO;120;1;20:12:00;20:36:00;08:00;08:00;4;;
2015;E;SABADO;121;2;20:20:00;20:44:00;08:00;08:00;4;;
2015;E;SABADO;122;3;20:28:00;20:52:00;08:00;08:00;4;;
2015;E;SABADO;123;4;20:36:00;21:00:00;08:00;08:00;4;;
2015;E;SABADO;124;5;20:44:00;21:08:00;08:00;08:00;4;;
2015;E;SABADO;125;6;20:52:00;21:16:00;08:00;08:00;4;;
2015;E;SABADO;126;1;21:00:00;21:24:00;08:00;08:00;4;;
2015;E;SABADO;127;2;21:08:00;21:32:00;08:00;08:00;4;;
2015;E;SABADO;128;3;21:16:00;21:40:00;08:00;08:00;4;;
2015;E;SABADO;129;4;21:24:00;21:48:00;08:00;08:00;4;;
2015;E;SABADO;130;5;21:32:00;21:55:15;08:00;07:15;4;;
2015;E;SABADO;131;6;21:40:00;22:05:00;08:00;09:45;4;;
2015;E;SABADO;132;1;21:48:00;22:15:00;08:00;10:00;4;;
2015;E;SABADO;133;2;21:57:00;22:25:00;09:00;10:00;4;;
2015;E;SABADO;134;3;22:07:00;22:35:00;10:00;10:00;4;;
2015;E;SABADO;135;4;22:17:00;22:45:00;10:00;10:00;4;;
2015;E;SABADO;136;5;22:27:00;22:59:30;10:00;14:30;4;;
2015;H;DOMINGO;1;2;07:43:00;07:56:00;;;4;;
2015;H;DOMINGO;2;3;SALIDA ADELANTADA;08:05:30;;09:30;4;;
2015;H;DOMINGO;3;1;08:00:00;08:15:00;;09:30;4;;
2015;H;DOMINGO;4;2;08:10:30;08:25:00;09:00;10:00;4;;
2015;H;DOMINGO;5;3;08:20:00;08:35:00;09:00;10:00;4;;
2015;H;DOMINGO;6;1;08:30:00;08:45:00;09:00;10:00;4;;
2015;H;DOMINGO;7;2;08:40:00;08:55:00;09:00;10:00;4;;
2015;H;DOMINGO;8;3;08:50:00;09:05:00;09:00;10:00;4;;
2015;H;DOMINGO;9;1;09:00:00;09:15:00;09:00;10:00;4;;
2015;H;DOMINGO;10;2;09:10:00;09:25:00;09:00;10:00;4;;
2015;H;DOMINGO;11;3;09:20:00;09:35:00;09:00;10:00;4;;
2015;H;DOMINGO;12;1;09:30:00;09:45:00;09:00;10:00;4;;
2015;H;DOMINGO;13;2;09:40:00;09:55:00;09:00;10:00;4;;
2015;H;DOMINGO;14;3;09:50:00;10:05:00;09:00;10:00;4;;
2015;H;DOMINGO;15;1;10:00:00;10:15:00;09:00;10:00;4;;
2015;H;DOMINGO;16;2;10:10:00;10:25:00;09:00;10:00;4;;
