LONG;LAT;ID;PERIODO;CATEGORIA;ESTABLECIM;HABITACION;PLAZAS;DOMICILIO;TELEFONO;MAIL;WEB;DOM_NORMA;CALLE;ALTURA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-58,4310609589;-34,5865184708;82;2017;REG DE PREST;BACK IN BA HOSTEL;9;17;EL SALVADOR 5115;4774-2859;INFO@BACKINBA.COM;HTTP://WWW.BACKINBA.COM/ES/;5115 EL SALVADOR;EL SALVADOR;5115;PALERMO;COMUNA 14;1414;C1414BPS
-58,3930648189;-34,6046289508;83;2017;HOTEL 4;BAUEN SUITE HOTEL;94;205;CORRIENTES AV. 1856;4370-0400;RESERVAS@525HOTEL.COM;HTTP://WWW.BAUENSUITE.COM/;1856 CORRIENTES AV.;CORRIENTES AV.;1856;BALVANERA;COMUNA 3;1045;C1045AAN
-58,3842382189;-34,5979093208;84;2017;HOTEL 4;BISONTE LIBERTAD;76;174;PARAGUAY 1207 /LIBERTAD  902;4816 5005;INFO@PAMPAPLAZA.COM;HTTP://WWW.BISONTELIBERTAD.COM/;PARAGUAY 1207;PARAGUAY;1207;RETIRO;COMUNA 1;1057;C1057AAS
-58,3800284289;-34,5966373108;85;2017;HOTEL 4;BISONTE PALACE HOTEL;62;124;ALVEAR, MARCELO T. DE 902;4328-4751;RESERVATIONSBUE@PARK-ROYALHOTELS.COM;HTTP://WWW.BISONTEPALACE.COM/;902 ALVEAR, MARCELO T. DE;ALVEAR, MARCELO T. DE;902;RETIRO;COMUNA 1;1058;C1058AAN
-58,3969323089;-34,6002503508;86;2017;HOTEL 2;BLANRO;51;118;JUNIN 759;4374-2000 / 0604;INFO@HOSTELSUITESPALERMO.COM;HTTP://WWW.BLANROHOTEL.COM-BUENOSAIRES.COM/;JUNIN 759;JUNIN;759;BALVANERA;COMUNA 3;1026;C1026ABO
-58,4261552289;-34,5850541808;87;2017;REG DE PREST;BO BO HOTEL & RESTAURANT;7;21;GUATEMALA 4882;4774 0505;CONTACTO@BOBOHOTEL.COM;HTTP://WWW.BOBOHOTEL.COM/ES/INDEX.HTML;GUATEMALA 4882;GUATEMALA;4882;PALERMO;COMUNA 14;1425;C1425BUP
-58,3746213989;-34,6178339208;88;2017;HOTEL 1;BOHEMIA BUENOS AIRES HOTEL;17;39;PERU 845;4115-2561 / 2566;RESERVASWEB@DAZZLERSANTELMO.COM;HTTP://WWW.BOHEMIABUENOSAIRES.COM.AR/;PERU 845;PERU;845;SAN TELMO;COMUNA 1;1068;C1068AAG
-58,3831735389;-34,6037090808;89;2017;APART;BROADWAY HOTEL & SUITES;66;148;CORRIENTES 1173;4378-9250;VENTAS@BROADWAY-SUITES.COM.AR;HTTP://WWW.BROADWAY-SUITES.COM.AR/INDEX.HTML;CORRIENTES AV. 1173;CORRIENTES AV.;1173;SAN NICOLAS;COMUNA 1;1043;C1043AAL
-58,4555611689;-34,5635375708;90;2017;APART;APART HOTEL CABILDO SUITES (EX CABILDO SUITES CLUB & SPA);54;108;CABILDO 1950;4780 1900;CABILDOSTVENTAS@ORHO-HOTELES.COM.AR;HTTP://WWW.CABILDO-SUITES.COM.AR/;CABILDO AV. 1950;CABILDO AV.;1950;BELGRANO;COMUNA 13;1428;C1428AAO
-58,3886605689;-34,5889594608;91;2017;REG DE PREST;CASASUR ART;36;82;CALLAO 1823;4515 0085;INFO@CASASURHOTEL.COM;HTTP://WWW.CASASURHOTEL.COM/;CALLAO AV. 1823;CALLAO AV.;1823;RECOLETA;COMUNA 2;1024;C1024AAE
-58,3826856489;-34,6093212308;92;2017;HOTEL 4;CASTELAR;161;362;DE MAYO AV. 1152;4383-5000;INFO@OBELISCOHOTEL.COM.AR;HTTP://WWW.CASTELARHOTEL.COM.AR/ES/INDEX.PHP;1152 DE MAYO AV.;DE MAYO AV.;1152;MONSERRAT;COMUNA 1;1085;C1085ABO
-58,3744869789;-34,6008145808;93;2017;HOTEL 5;CLARIDGE HOTEL;161;326;TUCUMAN 535;4314-7700 / 2020;INFO@INFINITOHOTEL.COM;HTTP://WWW.CLARIDGE.COM.AR/;TUCUMAN 535;TUCUMAN;535;SAN NICOLAS;COMUNA 1;1049;C1049AAK
-58,3884239589;-34,6039624508;94;2017;HOTEL 3;COLUMBIA PALACE HOTEL;67;150;CORRIENTES AV. 1533;4373-1906;RESERVATIONS@ALGODONMANSION.COM;HTTP://WWW.COLUMBIAPALACEHOTEL.COM.AR/;1533 CORRIENTES AV.;CORRIENTES AV.;1533;SAN NICOLAS;COMUNA 1;1042;C1042AAB
-58,4030822589;-34,6147191608;95;2017;REG DE PREST;COMPLEJO TANGO;7;14;BELGRANO AV. 2608;4941-1119;INFO@SUDAMERIKAHOSTEL.COM.AR;HTTP://WWW.COMPLEJOTANGO.COM.AR/INDEX_ES.HTML;2608 BELGRANO AV.;BELGRANO AV.;2608;BALVANERA;COMUNA 3;1096;C1096AAQ
-58,3823934889;-34,6277306908;96;2017;HOTEL 3;CONSTITUCION PALACE HOTEL;135;270;LIMA 1697;4305-9010 AL 20;INFO@LOLAHOUSE.COM.AR;HTTP://WWW.CPHOTEL.COM.AR/;LIMA 1697;LIMA;1697;CONSTITUCION;COMUNA 1;1138;C1138ACI
-58,3842542089;-34,5965862808;97;2017;HOTEL 4;CYAN HOTEL DE LAS AMERICAS;130;275;LIBERTAD 1020;5236-9095 / 5236-5300;INFO@HOTELESCYAN.COM;HTTP://WWW.CYANHOTELDELASAMERICAS.COM/;LIBERTAD 1020;LIBERTAD;1020;RETIRO;COMUNA 1;1012;C1012AAV
-58,3789422589;-34,6012176908;98;2017;HOTEL 4;DA VINCI HOTEL (EX HOWARD JOHNSON DA VINCI);51;102;TUCUMAN 857;5031-8002;;HTTP://WWW.DAVINCIHOTEL.COM.AR/;TUCUMAN 857;TUCUMAN;857;SAN NICOLAS;COMUNA 1;1049;C1049AAQ
-58,3916999189;-34,5970370408;99;2017;APART HOTEL 3;DESING CE;28;56;M.T. DE ALVEAR 1695;5237 3100;RESERVAS@ATLASTOWER.COM.AR;HTTP://WWW.DESIGNCE.COM/;ALVEAR, MARCELO T. DE 1695;ALVEAR, MARCELO T. DE;1695;RECOLETA;COMUNA 2;1060;C1060AAE
-58,3914084189;-34,5970334508;100;2017;APART;DESIGNS SUITES;41;82;M.T ALVEAR 1683;4814-8700 /ADM. 5199-7460;RESERVAS.BUE@GRUPOSOLANAS.COM;HTTP://WWW.DESIGNSUITES.COM/;ALVEAR, MARCELO T. DE 1683;ALVEAR, MARCELO T. DE;1683;RECOLETA;COMUNA 2;1060;C1060AAE
-58,3874017889;-34,6078642708;101;2017;HOTEL 4;DUOMI PLAZA HOTEL;105;451;MITRE, BARTOLOME 1480;6091-3888;INFO@TANGUEROHOTEL.COM;HTTP://WWW.DUOMI.COM.AR/;1480 MITRE, BARTOLOME;MITRE, BARTOLOME;1480;SAN NICOLAS;COMUNA 1;1037;C1037ABB
-58,4211156889;-34,5889194808;102;2017;REG DE PREST;DUQUE HOTEL BOUTIQUE;14;35;GUATEMALA 4364;4832-0312;RESERVAS@DUQUEHOTEL.COM;HTTP://WWW.DUQUEHOTEL.COM;GUATEMALA 4364;GUATEMALA;4364;PALERMO;COMUNA 14;1425;C1425BUF
-58,4499714389;-34,5701026808;103;2017;APART HOTEL 2;ESPACIA SUITES;24;112;AMENABAR 1135;4786-8687;INFO@ESPACIASUITES.COM;HTTP://WWW.ESPACIASUITES.COM/;1135 AMENABAR;AMENABAR;1135;COLEGIALES;COMUNA 13;1426;C1426AJS
-58,4323004189;-34,5803859608;104;2017;REG DE PREST;ESPLENDOR PALERMO HOLLYWOOD;43;157;FITZ ROY 2172;4772-7070;CONSULTAS@ESPLENDORPALERMOHOLLYWOOD.COM;HTTP://WWW.ESPLENDORPALERMOHOLLYWOOD.COM/;2172 FITZ ROY;FITZ ROY;2172;PALERMO;COMUNA 14;1425;C1425FVB
-58,3912455189;-34,5883823008;105;2017;APART HOTEL 3;L'ETOILE;100;200;ORTIZ ROBERTO 1835;4805-2626;RESERVAS@ETOILE.COM.AR;HTTP://WWW.ETOILE.COM.AR/;ORTIZ, ROBERTO M., PRES. 1835;ORTIZ, ROBERTO M., PRES.;1835;RECOLETA;COMUNA 2;1113;C1113ABA
-58,3847765489;-34,6077006108;106;2017;HOSP. A;EUROPA;36;86;MITRE  BARTOLOME  1294;4384-8360;RESERVAS.ARG@TALBOT.CL;HTTP://WWW.EUROHOTEL.COM.AR/;MITRE, BARTOLOME 1294;MITRE, BARTOLOME;1294;SAN NICOLAS;COMUNA 1;1036;C1036AAX
-58,3891326789;-34,6050982108;107;2017;HOTEL 3;EUROPLAZA HOTEL & SUITES;37;76;MONTEVIDEO 327;43714272 - 5032-7679 / 7699;RESERVATIONS@POPHOTELSBUENOSAIRES.COM;HTTP://WWW.EUROPLAZA.COM.AR/DOCS/ESP/;MONTEVIDEO 327;MONTEVIDEO;327;SAN NICOLAS;COMUNA 1;1019;C1019ABG
-58,3808229289;-34,6024079608;108;2017;HOTEL 4;EXE HOTEL COLON;183;416;PELLEGRINI 507;4320-3500;INFO@TRIANON.COM.AR;HTTP://WWW.EXEHOTELS.COM/EXE-HOTEL-COLON.HTML;PELLEGRINI, CARLOS 507;PELLEGRINI, CARLOS;507;SAN NICOLAS;COMUNA 1;1009;C1009ABK
-58,3851437389;-34,6072976808;109;2017;APART;FIAMINGO APART HOTEL;20;48;TALCAHUANO 120;4374-4400;INFO@VICTORYHOTEL.COM.AR;HTTP://WWW.FIAMINGOAPART.COM.AR/;TALCAHUANO 120;TALCAHUANO;120;SAN NICOLAS;COMUNA 1;1013;C1013AAD
-58,3825626789;-34,5902812408;110;2017;HOTEL 5;FOUR SEASONS HOTEL BUENOS AIRES;165;330;POSADAS 1086 /CERRITO 1433/55;4321-1200;RESERVATIONS.BUE@FOURSEASONS.COM;HTTP://WWW.FOURSEASONS.COM/BUENOSAIRES/;POSADAS 1086;POSADAS;1086;RETIRO;COMUNA 1;1011;C1011ABB
-58,3760689289;-34,6009102808;111;2017;HOTEL 4;GALERIAS HOTEL;44;182;TUCUMAN 651;4322-1025;RESERVAS@GALERIASHOTEL.COM.AR;HTTP://WWW.GALERIASHOTEL.COM.AR/;TUCUMAN 651;TUCUMAN;651;SAN NICOLAS;COMUNA 1;1049;C1049AAM
-58,3746861589;-34,6023637308;112;2017;HOTEL 4;GRAND KING HOTEL;102;214;LAVALLE 560;4393-4052 / 4012;ELEGANCE@PARKPLAZAHOTELS.COM;HTTP://WWW.GRANDKING.COM.AR/;LAVALLE 560;LAVALLE;560;SAN NICOLAS;COMUNA 1;1047;C1047AAL
-58,3794461889;-34,6080965408;113;2017;HOTEL 3;GRAN HOTEL AILEN;51;102;SUIPACHA 18;4345-4980 / 4343-2037;RESERVAS@GRANHOTELAILEN.COM.AR;HTTP://WWW.GRANHOTELAILEN.COM.AR/;SUIPACHA 18;SUIPACHA;18;SAN NICOLAS;COMUNA 1;1008;C1008AAB
-58,3782431289;-34,6275206808;114;2017;HOSP. A;AMERICA;39;78;IRIGOYEN BERNARDO 1608;4304-1785;JOSEMARCELOTEO@YAHOO.COM;HTTP://WWW.GRANHOTELAMERICA.COM.AR/;IRIGOYEN, BERNARDO DE 1608;IRIGOYEN, BERNARDO DE;1608;CONSTITUCION;COMUNA 1;1138;C1138ABJ
-58,3779821189;-34,5961553608;115;2017;HOTEL 4;GRAN HOTEL BUENOS AIRES;91;191;ALVEAR, MARCELO T. DE 769;4312-3003;INFO@HOTELDELARUE.COM.AR;HTTP://WWW.GRANHOTELBUENOSAIRES.COM/;769 ALVEAR, MARCELO T. DE;ALVEAR, MARCELO T. DE;769;RETIRO;COMUNA 1;1058;C1058AAI
-58,3828095489;-34,6083447808;116;2017;HOTEL 3;GRAN HOTEL DE LA PAIX;66;144;RIVADAVIA 1155;4381-8061 / 63;RESERVAS@GRANHOTELDELAPAIX.COM.AR;HTTP://WWW.GRANHOTELDELAPAIX.COM.AR/;RIVADAVIA AV. 1155;RIVADAVIA AV.;1155;SAN NICOLAS;COMUNA 1;1033;C1033AAB
-58,3833806989;-34,6056744608;117;2017;HOTEL 2;GRAN HOTEL LIBERTAD;63;131;LIBERTAD  249;4381-2631 / 4382-7789;RESERVAS@BISONTEPALACE.COM;HTTP://WWW.GRANHOTELLIBERTAD.COM.AR/;LIBERTAD 249;LIBERTAD;249;SAN NICOLAS;COMUNA 1;1012;C1012AAE
-58,3926855889;-34,6080515908;118;2017;HOSP. A;GRAN HOTEL ORIENTAL  (EX ORIENTAL);36;73;B. MITRE 1840;4952-3371 / 4951-6427;GHORIENTAL@HOTMAIL.COM;HTTP://WWW.GRANHOTELORIENTAL.COM/;MITRE, BARTOLOME 1840;MITRE, BARTOLOME;1840;BALVANERA;COMUNA 3;1039;C1039AAB
-58,3786510389;-34,6086816308;119;2017;HOTEL 2;GRAN HOTEL HISPANO;53;108;DE MAYO AV. 861;4342-4431;RESERVAS@HOTELFROSSARD.COM.AR;HTTP://WWW.HHISPANO.COM.AR/;861 DE MAYO AV.;DE MAYO AV.;861;MONSERRAT;COMUNA 1;1084;C1084AAD
-58,4072840089;-34,6121721808;120;2017;HOTEL 1;HISPANO ARGENTINO;36;69;CATAMARCA 167;4931-5543 / 4932-3980;RESERVAS@LENNOXHOTELS.COM;HTTP://WWW.HHISPANOARGENTINO.COM.AR/;167 CATAMARCA;CATAMARCA;167;BALVANERA;COMUNA 3;1213;C1213ABC
-58,4072840089;-34,6121721808;121;2017;HOSP. A;HISPANO ARGENTINO;36;69;CATAMARCA 167;4931-5543 / 4932-3980;RESERVAS@LENNOXHOTELS.COM;HTTP://WWW.HHISPANOARGENTINO.COM.AR/;167 CATAMARCA;CATAMARCA;167;BALVANERA;COMUNA 3;1213;C1213ABC
-58,3636800389;-34,6054250008;122;2017;HOTEL 5;HILTON;421;842;MACACHA GUEMES 351;4891-0000;RESERVATIONS.BUENOSAIRES@HILTON.COM;HTTP://WWW.HILTONBUENOSAIRESHOTEL.COM/;GUEMES, MACACHA 351;GUEMES, MACACHA;351;PUERTO MADERO;COMUNA 1;1106;C1106BKG
-58,3846404089;-34,5941741508;123;2017;REG DE PREST;HOSTEL RECOLETA;20;57;LIBERTAD 1216;4812-4419;INFO@HIRECOLETA.COM.AR;HTTP://WWW.HIRECOLETA.COM.AR/;LIBERTAD 1216;LIBERTAD;1216;RETIRO;COMUNA 1;1012;C1012AAZ
-58,3802469689;-34,6133989608;124;2017;HOTEL 4;HOWARD JOHNSON 9 DE JULIO;70;160;IRIGOYEN, BERNARDO DE 432;5222-9000;CECILHOTEL@HOTMAIL.COM;HTTP://WWW.HJARGENTINA.COM/;432 IRIGOYEN, BERNARDO DE;IRIGOYEN, BERNARDO DE;432;MONSERRAT;COMUNA 1;1072;C1072AAJ
-58,3952797889;-34,5921415808;125;2017;HOTEL 3;HOWARD JOHNSON H. BOUTIQUE RECOLETA;28;110;PEÑA 2047;4800-1992;CONSULTAS@ESPLENDORPALERMOHOLLYWOOD.COM;HTTP://WWW.HJBOUTIQUERECOLETA.COM.AR;PEÑA 2047;PEÑA;2047;RECOLETA;COMUNA 2;1126;C1126ABA
-58,3756252089;-34,5969581008;126;2017;HOTEL 4;HOWARD JOHNSON PLAZA FLORIDA STREET;77;154;FLORIDA 944;4891-9200;INFO@HOTELVIAMONTE.COM.AR;HTTP://WWW.HJFLORIDA.COM/;944 FLORIDA;FLORIDA;944;RETIRO;COMUNA 1;1005;C1005AAT
-58,4391097089;-34,5822072908;127;2017;REG DE PREST;HOME BUENOS AIRES;17;38;HONDURAS 5860;4778-1008;INFO@HOMEBUENOSAIRES.COM;HTTP://WWW.HOMEBUENOSAIRES.COM;HONDURAS 5860;HONDURAS;5860;PALERMO;COMUNA 14;1414;C1414BNJ
-58,3901555289;-34,6143558608;128;2017;REG DE PREST;ESTACION BUENOS AIRES HOSTEL;8;19;SOLIS 458;4381-0734;CONSERJERIA@TERMINEHOTEL.COM.AR;HTTP://WWW.HOSTELESTACIONBUENOSAIRES.COM/;SOLIS 458;SOLIS;458;MONSERRAT;COMUNA 1;1078;C1078AAJ
-58,3762073589;-34,6159570708;129;2017;REG DE PREST;TELMOTANGO;30;60;CHACABUCO 679;4361-5808;RESERVAS@UTHGRADELASLUCES.COM.AR;HTTP://WWW.HOSTELMOTANGO.COM;679 CHACABUCO;CHACABUCO;679;MONSERRAT;COMUNA 1;1069;C1069AAM
-58,4253223089;-34,5858956208;130;2017;REG DE PREST;ECO PAMPA HOSTEL;11;25;GUATEMALA 4778;4831-2435;ECOINFO@HOSTELPAMPA.COM.AR;HTTP://WWW.HOSTELPAMPA.COM.AR/;GUATEMALA 4778;GUATEMALA;4778;PALERMO;COMUNA 14;1425;C1425BUN
-58,3980133289;-34,5705350508;131;2017;REG DE PREST;AEROPARQUE INN & SUITES;75;150;RAFAEL OBLIGADO 1221;4803 6002;RESERVAS@HOTELAEROPARQUE.COM;HTTP://WWW.HOTELAEROPARQUE.COM/;OBLIGADO RAFAEL, AV.COSTANERA 1221;OBLIGADO RAFAEL, AV.COSTANERA;1221;PALERMO;COMUNA 14;1425;
-58,3905501789;-34,6059445108;132;2017;HOTEL 2;AMERICANO HOTEL;43;86;RODRIGUEZ PEÑA 265;4382-4223;RESERVAS@HJFLORIDA.COM.AR;HTTP://WWW.HOTELAMERICANO.COM.AR/;RODRIGUEZ PEÑA 265;RODRIGUEZ PEÑA;265;SAN NICOLAS;COMUNA 1;1020;C1020ADE
-58,3805175089;-34,6079484908;133;2017;HOTEL 3;GRAN HOTEL ARGENTINO;143;310;PELLEGRINI 37;4334-4001 / 02;INFO@GOYAHOTEL.COM.AR;HTTP://WWW.HOTEL-ARGENTINO.COM.AR/;PELLEGRINI, CARLOS 37;PELLEGRINI, CARLOS;37;SAN NICOLAS;COMUNA 1;1009;C1009ABA
-58,4044003389;-34,6094536708;134;2017;HOTEL 2;GRAN HOTEL ATLANTIC;71;139;CASTELLI 45;4951-0081;H652-DM1@ACCOR.COM;HTTP://WWW.HOTELATLANTIC.COM.AR;45 CASTELLI;CASTELLI;45;BALVANERA;COMUNA 3;1031;C1031AAA
-58,3752953489;-34,6084469908;135;2017;HOTEL 2;HOTEL  AVENIDA;34;72;DE MAYO AV. 623;4342-5664;HTTP://HOTELCOMFORT.COM.AR/CASTELLANO/;HTTP://WWW.HOTELAV.COM.AR/;623 DE MAYO AV.;DE MAYO AV.;623;MONSERRAT;COMUNA 1;1084;C1084AAB
-58,3880577489;-34,5948470008;136;2017;HOTEL 3;BEL AIR BS AS HOTEL;77;154;ARENALES 1462;4021-4000;INFO@CORDOBA86.COM;HTTP://WWW.HOTELBELAIR.COM.AR/;1462 ARENALES;ARENALES;1462;RECOLETA;COMUNA 2;1061;C1061AAP
-58,3776037089;-34,6210620808;137;2017;HOSP. B;BRISAS DEL MAR;27;57;HUMBERTO 1 0826;4306-6040;INFO@HOTEL-INTERNACIONAL.COM.AR;HTTP://WWW.HOTELBRISASDELMAR.COM.AR/;HUMBERTO 1 826;HUMBERTO 1;826;CONSTITUCION;COMUNA 1;1103;C1103ACR
-58,3823423289;-34,6052067608;138;2017;HOTEL 4;BRISTOL HOTEL;115;215;CERRITO 286;4382-5400 / 09;INFO@ALVEARART.COM / RECEPCION.AAH@ALVEAR.COM.AR;HTTP://WWW.HOTELBRISTOL.COM.AR/;286 CERRITO;CERRITO;286;SAN NICOLAS;COMUNA 1;1010;C1010AAF
-58,3992427489;-34,6095287008;139;2017;HOTEL 2;HOTEL CARRARA;31;57;RIVADAVIA AV. 2307;4952-1888;INFO@6CENTRALHOSTEL.COM;HTTP://WWW.HOTELCARRARA.COM.AR/;2307 RIVADAVIA AV.;RIVADAVIA AV.;2307;BALVANERA;COMUNA 3;1034;C1034ACC
-58,3760535189;-34,6000919908;140;2017;HOTEL 4;CARSSON;91;182;VIAMONTE 650;4131-3800;INFO@FIERROHOTEL.COM;HTTP://WWW.HOTELCARSSON.COM.AR/;VIAMONTE 650;VIAMONTE;650;SAN NICOLAS;COMUNA 1;1053;C1053ABN
-58,4217682789;-34,5767845208;141;2017;APART;TORRE CRISTOFORO COLOMBO SUITES;160;485;FRAY JUSTO SANTAMARIA DE ORO 2747;4777-9622 / 4911;RESERVAS@HOTELCC.COM.AR;HTTP://WWW.HOTELCC.COM.AR/;2747 FRAY JUSTO SANTAMARIA DE ORO;FRAY JUSTO SANTAMARIA DE ORO;2747;PALERMO;COMUNA 14;1425;C1425FOO
-58,3901426389;-34,6112644308;142;2017;HOTEL 2;HOTEL CENTRAL;44;88;SOLIS 192;4373-8785;RESERVAS@REAL-HOTEL.COM.AR;HTTP://WWW.HOTELCENTRALBSAS.COM/;SOLIS 192;SOLIS;192;MONSERRAT;COMUNA 1;1078;C1078AAD
-58,3741113589;-34,5960382608;143;2017;HOTEL 2;CENTRAL CORDOBA HOTEL;39;66;SAN MARTIN 1021;4311-1175;INFO@PATIOSDESANTELMO.COM.AR;HTTP://WWW.HOTELCENTRALCORDOBA.COM.AR/;SAN MARTIN 1021;SAN MARTIN;1021;RETIRO;COMUNA 1;1004;C1004AAU
-58,3847899489;-34,6091037008;144;2017;HOTEL 2;CHILE;68;119;DE MAYO AV. 1297;4383-7877 / 1333;RESERVAS@HOTELELCABILDO.COM;HTTP://WWW.HOTELCHILE.COM.AR/;1297 DE MAYO AV.;DE MAYO AV.;1297;MONSERRAT;COMUNA 1;1085;C1085ABC
-58,3878111489;-34,5895717708;145;2017;REG DE PREST;CLUB FRANCES;30;134;RODRIGUEZ PEÑA 1832;4811-0348;INFO@HOTELCLUBFRANCES.COM.AR;HTTP://WWW.HOTELCLUBFRANCES.COM.AR/;RODRIGUEZ PEÑA 1832;RODRIGUEZ PEÑA;1832;RECOLETA;COMUNA 2;1021;C1021ABN
-58,4116260689;-34,6133602708;146;2017;HOSP. A;COLONIAL;25;45;24 DE NOVIEMBRE 229;4931-3104;INFO@HOTEL-NAPOLEON.COM.AR;HTTP://WWW.HOTELCOLONIALBAIRES.COM.AR/ES/;229 24 DE NOVIEMBRE;24 DE NOVIEMBRE;229;BALVANERA;COMUNA 3;1170;C1170AAE
-58,4211617689;-34,5915329208;147;2017;REG DE PREST;COSTA RICA;25;50;COSTA RICA 4137;4864 7390;INFO@HOTELCOSTARICA.COM.AR;HTTP://WWW.HOTELCOSTARICA.COM.AR/SHOP/INDEX.ASP;COSTA RICA 4137;COSTA RICA;4137;PALERMO;COMUNA 14;1176;C1176ADE
-58,3857178989;-34,6176628008;148;2017;HOTEL 4;CUATRO REYES;70;128;INDEPENDENCIA 1391;4384 -8000;HAZUL.BSAS@GMAIL.COM;HTTP://WWW.HOTELCUATROREYES.COM/;INDEPENDENCIA AV. 1391;INDEPENDENCIA AV.;1391;MONSERRAT;COMUNA 1;1100;C1100ABA
-58,4614463189;-34,5697093908;149;2017;HOTEL 1;DE LA RUE;25;74;FREIRE, RAMON, CAP. GRAL. 1765;4551-4884 / 4552-4048;INFO@HOTELDELARUE.COM.AR;HTTP://WWW.HOTELDELARUE.COM.AR/;1765 FREIRE, RAMON, CAP. GRAL.;FREIRE, RAMON, CAP. GRAL.;1765;BELGRANO;COMUNA 13;1426;C1426AWI
-58,3797284589;-34,5956289208;150;2017;HOTEL 4;DOLMEN;103;289;SUIPACHA 1069/79;4311-9000 / 4315-7117;GHORIENTAL@HOTMAIL.COM;HTTP://WWW.HOTELDOLMEN.COM.AR/;SUIPACHA 1069;SUIPACHA;1069;RETIRO;COMUNA 1;1008;C1008AAU
-58,3786237889;-34,6080806208;151;2017;HOTEL 1;DU HELDER HOTEL;69;128;RIVADAVIA 0857;4345-3644 / 3650;INFO@HOTELCARSSON.COM.AR;HTTP://WWW.HOTELDUHELDER.COM/;RIVADAVIA AV. 857;RIVADAVIA AV.;857;SAN NICOLAS;COMUNA 1;1002;C1002AAG
-58,4058297789;-34,6126181108;152;2017;HOTEL 3;ECUADOR HOTEL;51;97;ALSINA, ADOLFO 2820;4956-0532 / 33;VENTAS@HOTEL-SPLENDID.COM.AR;HTTP://WWW.HOTELECUADOR.COM/;2820 ALSINA, ADOLFO;ALSINA, ADOLFO;2820;BALVANERA;COMUNA 3;1207;C1207AAB
-58,4101359689;-34,6039475708;153;2017;HOSP. A;EGIPTO (EX MARBELLA);23;B;CORRIENTES 3193;4863-0808;INFO@HOTELEGIPTO.COM.AR;HTTP://WWW.HOTELEGIPTO.COM.AR;CORRIENTES AV. 3193;CORRIENTES AV.;3193;BALVANERA;COMUNA 3;1193;C1193AAD
-58,3934260089;-34,5970572308;154;2017;HOTEL 1;EL CASTILLO HOTEL;25;54;ALVEAR, MARCELO T. DE 1813;4813-2048;GERENCIA@HOTEL-ELCASTILLO.COM.AR;HTTP://WWW.HOTEL-ELCASTILLO.COM.AR/;1813 ALVEAR, MARCELO T. DE;ALVEAR, MARCELO T. DE;1813;RECOLETA;COMUNA 2;1122;C1122AAA
-58,4090278489;-34,6113168408;155;2017;HOTEL 3;ELEVEN PALACE HOTEL;62;114;LA RIOJA 87;4864-5097 AL 99;NH9DEJULIO@NH-HOTELS.COM;HTTP://WWW.HOTELELEVEN.COM.AR/;LA RIOJA 87;LA RIOJA;87;BALVANERA;COMUNA 3;1214;C1214ADA
-58,3800065389;-34,5900813508;156;2017;HOTEL 5;EMPERADOR BUENOS AIRES;270;540;DEL LIBERTADOR AV. 420;4131-4000 / 3000;RESERVAS@HOTEL-EMPERADOR.COM.AR / INFO@HOTEL-EMPERADOR.COM.AR;HTTP://WWW.HOTEL-EMPERADOR.COM.AR/ES/DEFAULT.HTML;420 DEL LIBERTADOR AV.;DEL LIBERTADOR AV.;420;RETIRO;COMUNA 1;1001;C1001ABR
-58,3921857389;-34,6072769208;157;2017;HOTEL 2;"ESTILO MB (EX TURILUZ; EX EL MOLINO HOTEL)";60;112;CALLAO 164;4374-9112;INFO@HOTELESTILOMB.COM.AR.;HTTP://WWW.HOTELESESTILOMB.COM.AR/ESTILOMB_BSAS.HTML;CALLAO AV. 164;CALLAO AV.;164;BALVANERA;COMUNA 3;1022;C1022AAO
-58,3779140689;-34,6020478408;158;2017;HOTEL 3;ESMERALDA PALACE HOTEL;70;157;ESMERALDA 527;5811-0317/22;RESERVAS@ALVEAR.COM.AR / INFO@ALVEARPALACE.COM;HTTP://WWW.HOTEL-ESMERALDA.COM.AR/;527 ESMERALDA;ESMERALDA;527;SAN NICOLAS;COMUNA 1;1007;C1007ABC
-58,4098113089;-34,6129592408;159;2017;HOTEL 2;ESPERIA;51;101;URQUIZA 222;4957-3937;INFO@NOVELHOTEL.COM.AR;HTTP://WWW.HOTELESPERIA.COM.AR/;URQUIZA, GRAL. 222;URQUIZA, GRAL.;222;BALVANERA;COMUNA 3;1215;C1215ADF
-58,3765028189;-34,6012959008;160;2017;HOTEL 1;FROSSARD HOTEL;18;33;TUCUMAN 686;4322-1811;INFO@BACKINBA.COM;HTTP://WWW.HOTELFROSSARD.COM.AR/;TUCUMAN 686;TUCUMAN;686;SAN NICOLAS;COMUNA 1;1049;C1049AAN
-58,4044055389;-34,6135817708;161;2017;HOSP. A;GUAYAQUIL;25;47;MORENO 2718;4931-4626;INFO@HOTELGUAYAQUIL.COM.AR;HTTP://WWW.HOTELGUAYAQUIL.COM.AR/;MORENO 2718;MORENO;2718;BALVANERA;COMUNA 3;1094;C1094ABT
-58,3801764189;-34,6147174808;162;2017;HOTEL 2;INTERNACIONAL;47;91;IRIGOYEN, BERNARDO DE 552;4334-4949;INFO@CASTELARHOTEL.COM.AR;HTTP://WWW.HOTEL-INTERNACIONAL.COM.AR/;552 IRIGOYEN, BERNARDO DE;IRIGOYEN, BERNARDO DE;552;MONSERRAT;COMUNA 1;1072;C1072AAL
