PERIODO;LINEA;TIPO_DIA;ORDEN;TREN;SAL_C1;SAL_C2;INT_C1;INT_C2;FORM;OBSERVACIONES
2015;E;HABIL;142;7;20:42:00;21:06:00;8:00:00;8:00:00;4;
2015;E;HABIL;143;5;20:50:00;21:14:00;8:00:00;8:00:00;4;
2015;E;HABIL;144;3;20:58:00;21:22:00;8:00:00;8:00:00;4;
2015;E;HABIL;145;9;21:06:00;21:30:00;8:00:00;8:00:00;4;
2015;E;HABIL;146;6;21:14:00;21:38:00;8:00:00;8:00:00;4;
2015;E;HABIL;147;4;21:22:00;21:46:00;8:00:00;8:00:00;4;
2015;E;HABIL;148;7;21:30:00;21:54:00;8:00:00;8:00:00;4;
2015;E;HABIL;149;5;21:38:00;22:02:00;8:00:00;8:00:00;4;
2015;E;HABIL;150;3;21:46:00;22:10:00;8:00:00;8:00:00;4;
2015;E;HABIL;151;9;21:54:00;22:18:00;8:00:00;8:00:00;4;
2015;E;HABIL;152;6;22:02:00;22:26:00;8:00:00;8:00:00;4;
2015;E;HABIL;153;4;22:10:00;22:35:00;8:00:00;9:00:00;4;
2015;E;HABIL;154;7;22:18:00;22:45:00;8:00:00;10:00:00;4;
2015;E;HABIL;155;5;22:27:00;22:59:30;9:00:00;14:30:00;4;
2015;E;SABADO;1;4;SALIDA ADELANTADA;SALIDA ADELANTADA;;;4;
2015;E;SABADO;2;5;SALIDA ADELANTADA;4:55:00;;;4;
2015;E;SABADO;3;3;SALIDA ADELANTADA;5:00:00;;5:00:00;4;
2015;E;SABADO;4;2;SALIDA ADELANTADA;5:08:00;;8:00:00;4;
2015;E;SABADO;5;6;4:55:00;5:16:00;;8:00:00;4;
2015;E;SABADO;6;1;5:00:00;5:24:00;5:00:00;8:00:00;4;
2015;E;SABADO;7;2;5:08:00;5:32:00;8:00:00;8:00:00;4;
2015;E;SABADO;8;3;5:16:00;5:40:00;8:00:00;8:00:00;4;
2015;E;SABADO;9;4;5:24:00;5:48:00;8:00:00;8:00:00;4;
2015;E;SABADO;10;5;5:32:00;5:56:00;8:00:00;8:00:00;4;
2015;E;SABADO;11;6;5:40:00;6:04:00;8:00:00;8:00:00;4;
2015;E;SABADO;12;1;5:48:00;6:12:00;8:00:00;8:00:00;4;
2015;E;SABADO;13;2;5:56:00;6:20:00;8:00:00;8:00:00;4;
2015;E;SABADO;14;3;6:04:00;6:28:00;8:00:00;8:00:00;4;
2015;E;SABADO;15;4;6:12:00;6:36:00;8:00:00;8:00:00;4;
2015;E;SABADO;16;5;6:20:00;6:44:00;8:00:00;8:00:00;4;
2015;E;SABADO;17;6;6:28:00;6:52:00;8:00:00;8:00:00;4;
2015;E;SABADO;18;1;6:36:00;7:00:00;8:00:00;8:00:00;4;
2015;E;SABADO;19;2;6:44:00;7:08:00;8:00:00;8:00:00;4;
2015;E;SABADO;20;3;6:52:00;7:16:00;8:00:00;8:00:00;4;
2015;E;SABADO;21;4;7:00:00;7:24:00;8:00:00;8:00:00;4;
2015;E;SABADO;22;5;7:08:00;7:32:00;8:00:00;8:00:00;4;
2015;E;SABADO;23;6;7:16:00;7:40:00;8:00:00;8:00:00;4;
2015;E;SABADO;24;1;7:24:00;7:48:00;8:00:00;8:00:00;4;
2015;E;SABADO;25;2;7:32:00;7:56:00;8:00:00;8:00:00;4;
2015;E;SABADO;26;3;7:40:00;8:04:00;8:00:00;8:00:00;4;
2015;E;SABADO;27;4;7:48:00;8:12:00;8:00:00;8:00:00;4;
2015;E;SABADO;28;5;7:56:00;8:20:00;8:00:00;8:00:00;4;
2015;E;SABADO;29;6;8:04:00;8:28:00;8:00:00;8:00:00;4;
2015;E;SABADO;30;1;8:12:00;8:36:00;8:00:00;8:00:00;4;
2015;E;SABADO;31;2;8:20:00;8:44:00;8:00:00;8:00:00;4;
2015;E;SABADO;32;3;8:28:00;8:52:00;8:00:00;8:00:00;4;
2015;E;SABADO;33;4;8:36:00;9:00:00;8:00:00;8:00:00;4;
2015;E;SABADO;34;5;8:44:00;9:08:00;8:00:00;8:00:00;4;
2015;E;SABADO;35;6;8:52:00;9:16:00;8:00:00;8:00:00;4;
2015;E;SABADO;36;1;9:00:00;9:24:00;8:00:00;8:00:00;4;
2015;E;SABADO;37;2;9:08:00;9:32:00;8:00:00;8:00:00;4;
2015;E;SABADO;38;3;9:16:00;9:40:00;8:00:00;8:00:00;4;
2015;E;SABADO;39;4;9:24:00;9:48:00;8:00:00;8:00:00;4;
2015;E;SABADO;40;5;9:32:00;9:56:00;8:00:00;8:00:00;4;
2015;E;SABADO;41;6;9:40:00;10:04:00;8:00:00;8:00:00;4;
2015;E;SABADO;42;1;9:48:00;10:12:00;8:00:00;8:00:00;4;
2015;E;SABADO;43;2;9:56:00;10:20:00;8:00:00;8:00:00;4;
2015;E;SABADO;44;3;10:04:00;10:28:00;8:00:00;8:00:00;4;
2015;E;SABADO;45;4;10:12:00;10:36:00;8:00:00;8:00:00;4;
2015;E;SABADO;46;5;10:20:00;10:44:00;8:00:00;8:00:00;4;
2015;E;SABADO;47;6;10:28:00;10:52:00;8:00:00;8:00:00;4;
2015;E;SABADO;48;1;10:36:00;11:00:00;8:00:00;8:00:00;4;
2015;E;SABADO;49;2;10:44:00;11:08:00;8:00:00;8:00:00;4;
2015;E;SABADO;50;3;10:52:00;11:16:00;8:00:00;8:00:00;4;
2015;E;SABADO;51;4;11:00:00;11:24:00;8:00:00;8:00:00;4;
2015;E;SABADO;52;5;11:08:00;11:32:00;8:00:00;8:00:00;4;
2015;E;SABADO;53;6;11:16:00;11:40:00;8:00:00;8:00:00;4;
2015;E;SABADO;54;1;11:24:00;11:48:00;8:00:00;8:00:00;4;
2015;E;SABADO;55;2;11:32:00;11:56:00;8:00:00;8:00:00;4;
2015;E;SABADO;56;3;11:40:00;12:04:00;8:00:00;8:00:00;4;
2015;E;SABADO;57;4;11:48:00;12:12:00;8:00:00;8:00:00;4;
2015;E;SABADO;58;5;11:56:00;12:20:00;8:00:00;8:00:00;4;
2015;E;SABADO;59;6;12:04:00;12:28:00;8:00:00;8:00:00;4;
2015;E;SABADO;60;1;12:12:00;12:36:00;8:00:00;8:00:00;4;
2015;E;SABADO;61;2;12:20:00;12:44:00;8:00:00;8:00:00;4;
2015;E;SABADO;62;3;12:28:00;12:52:00;8:00:00;8:00:00;4;
2015;E;SABADO;63;4;12:36:00;13:00:00;8:00:00;8:00:00;4;
2015;E;SABADO;64;5;12:44:00;13:08:00;8:00:00;8:00:00;4;
2015;E;SABADO;65;6;12:52:00;13:16:00;8:00:00;8:00:00;4;
2015;E;SABADO;66;1;13:00:00;13:24:00;8:00:00;8:00:00;4;
2015;E;SABADO;67;2;13:08:00;13:32:00;8:00:00;8:00:00;4;
2015;E;SABADO;68;3;13:16:00;13:40:00;8:00:00;8:00:00;4;
2015;E;SABADO;69;4;13:24:00;13:48:00;8:00:00;8:00:00;4;
2015;E;SABADO;70;5;13:32:00;13:56:00;8:00:00;8:00:00;4;
2015;E;SABADO;71;6;13:40:00;14:04:00;8:00:00;8:00:00;4;
2015;E;SABADO;72;1;13:48:00;14:12:00;8:00:00;8:00:00;4;
2015;E;SABADO;73;2;13:56:00;14:20:00;8:00:00;8:00:00;4;
2015;E;SABADO;74;3;14:04:00;14:28:00;8:00:00;8:00:00;4;
2015;E;SABADO;75;4;14:12:00;14:36:00;8:00:00;8:00:00;4;
2015;E;SABADO;76;5;14:20:00;14:44:00;8:00:00;8:00:00;4;
2015;E;SABADO;77;6;14:28:00;14:52:00;8:00:00;8:00:00;4;
2015;E;SABADO;78;1;14:36:00;15:00:00;8:00:00;8:00:00;4;
2015;E;SABADO;79;2;14:44:00;15:08:00;8:00:00;8:00:00;4;
2015;E;SABADO;80;3;14:52:00;15:16:00;8:00:00;8:00:00;4;
2015;E;SABADO;81;4;15:00:00;15:24:00;8:00:00;8:00:00;4;
2015;E;SABADO;82;5;15:08:00;15:32:00;8:00:00;8:00:00;4;
2015;E;SABADO;83;6;15:16:00;15:40:00;8:00:00;8:00:00;4;
2015;E;SABADO;84;1;15:24:00;15:48:00;8:00:00;8:00:00;4;
2015;E;SABADO;85;2;15:32:00;15:56:00;8:00:00;8:00:00;4;
2015;E;SABADO;86;3;15:40:00;16:04:00;8:00:00;8:00:00;4;
2015;E;SABADO;87;4;15:48:00;16:12:00;8:00:00;8:00:00;4;
2015;E;SABADO;88;5;15:56:00;16:20:00;8:00:00;8:00:00;4;
2015;E;SABADO;89;6;16:04:00;16:28:00;8:00:00;8:00:00;4;
2015;E;SABADO;90;1;16:12:00;16:36:00;8:00:00;8:00:00;4;
2015;E;SABADO;91;2;16:20:00;16:44:00;8:00:00;8:00:00;4;
2015;E;SABADO;92;3;16:28:00;16:52:00;8:00:00;8:00:00;4;
2015;E;SABADO;93;4;16:36:00;17:00:00;8:00:00;8:00:00;4;
2015;E;SABADO;94;5;16:44:00;17:08:00;8:00:00;8:00:00;4;
2015;E;SABADO;95;6;16:52:00;17:16:00;8:00:00;8:00:00;4;
2015;E;SABADO;96;1;17:00:00;17:24:00;8:00:00;8:00:00;4;
2015;E;SABADO;97;2;17:08:00;17:32:00;8:00:00;8:00:00;4;
2015;E;SABADO;98;3;17:16:00;17:40:00;8:00:00;8:00:00;4;
2015;E;SABADO;99;4;17:24:00;17:48:00;8:00:00;8:00:00;4;
2015;E;SABADO;100;5;17:32:00;17:56:00;8:00:00;8:00:00;4;
2015;E;SABADO;101;6;17:40:00;18:04:00;8:00:00;8:00:00;4;
2015;E;SABADO;102;1;17:48:00;18:12:00;8:00:00;8:00:00;4;
2015;E;SABADO;103;2;17:56:00;18:20:00;8:00:00;8:00:00;4;
2015;E;SABADO;104;3;18:04:00;18:28:00;8:00:00;8:00:00;4;
2015;E;SABADO;105;4;18:12:00;18:36:00;8:00:00;8:00:00;4;
2015;E;SABADO;106;5;18:20:00;18:44:00;8:00:00;8:00:00;4;
2015;E;SABADO;107;6;18:28:00;18:52:00;8:00:00;8:00:00;4;
2015;E;SABADO;108;1;18:36:00;19:00:00;8:00:00;8:00:00;4;
2015;E;SABADO;109;2;18:44:00;19:08:00;8:00:00;8:00:00;4;
2015;E;SABADO;110;3;18:52:00;19:16:00;8:00:00;8:00:00;4;
2015;E;SABADO;111;4;19:00:00;19:24:00;8:00:00;8:00:00;4;
2015;E;SABADO;112;5;19:08:00;19:32:00;8:00:00;8:00:00;4;
2015;E;SABADO;113;6;19:16:00;19:40:00;8:00:00;8:00:00;4;
2015;E;SABADO;114;1;19:24:00;19:48:00;8:00:00;8:00:00;4;
2015;E;SABADO;115;2;19:32:00;19:56:00;8:00:00;8:00:00;4;
2015;E;SABADO;116;3;19:40:00;20:04:00;8:00:00;8:00:00;4;
2015;E;SABADO;117;4;19:48:00;20:12:00;8:00:00;8:00:00;4;
2015;E;SABADO;118;5;19:56:00;20:20:00;8:00:00;8:00:00;4;
2015;E;SABADO;119;6;20:04:00;20:28:00;8:00:00;8:00:00;4;
2015;E;SABADO;120;1;20:12:00;20:36:00;8:00:00;8:00:00;4;
2015;E;SABADO;121;2;20:20:00;20:44:00;8:00:00;8:00:00;4;
2015;E;SABADO;122;3;20:28:00;20:52:00;8:00:00;8:00:00;4;
2015;E;SABADO;123;4;20:36:00;21:00:00;8:00:00;8:00:00;4;
2015;E;SABADO;124;5;20:44:00;21:08:00;8:00:00;8:00:00;4;
2015;E;SABADO;125;6;20:52:00;21:16:00;8:00:00;8:00:00;4;
2015;E;SABADO;126;1;21:00:00;21:24:00;8:00:00;8:00:00;4;
2015;E;SABADO;127;2;21:08:00;21:32:00;8:00:00;8:00:00;4;
2015;E;SABADO;128;3;21:16:00;21:40:00;8:00:00;8:00:00;4;
2015;E;SABADO;129;4;21:24:00;21:48:00;8:00:00;8:00:00;4;
2015;E;SABADO;130;5;21:32:00;21:55:15;8:00:00;7:15:00;4;
2015;E;SABADO;131;6;21:40:00;22:05:00;8:00:00;9:45:00;4;
2015;E;SABADO;132;1;21:48:00;22:15:00;8:00:00;10:00:00;4;
2015;E;SABADO;133;2;21:57:00;22:25:00;9:00:00;10:00:00;4;
2015;E;SABADO;134;3;22:07:00;22:35:00;10:00:00;10:00:00;4;
2015;E;SABADO;135;4;22:17:00;22:45:00;10:00:00;10:00:00;4;
2015;E;SABADO;136;5;22:27:00;22:59:30;10:00:00;14:30:00;4;
2015;E;DOMINGO;1;4;SALIDA ADELANTADA;SALIDA ADELANTADA;;;4;
2015;E;DOMINGO;2;5;SALIDA ADELANTADA;7:53:00;;;4;
2015;E;DOMINGO;3;3;SALIDA ADELANTADA;8:00:00;;7:00:00;4;
2015;E;DOMINGO;4;2;SALIDA ADELANTADA;8:08:00;;8:00:00;4;
2015;E;DOMINGO;5;6;7:55:00;8:16:00;;8:00:00;4;
2015;E;DOMINGO;6;1;8:00:00;8:24:00;5:00:00;8:00:00;4;
2015;E;DOMINGO;7;2;8:08:00;8:32:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;8;3;8:16:00;8:40:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;9;4;8:24:00;8:48:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;10;5;8:32:00;8:56:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;11;6;8:40:00;9:04:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;12;1;8:48:00;9:12:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;13;2;8:56:00;9:20:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;14;3;9:04:00;9:28:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;15;4;9:12:00;9:36:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;16;5;9:20:00;9:44:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;17;6;9:28:00;9:52:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;18;1;9:36:00;10:00:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;19;2;9:44:00;10:08:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;20;3;9:52:00;10:16:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;21;4;10:00:00;10:24:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;22;5;10:08:00;10:32:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;23;6;10:16:00;10:40:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;24;1;10:24:00;10:48:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;25;2;10:32:00;10:56:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;26;3;10:40:00;11:04:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;27;4;10:48:00;11:12:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;28;5;10:56:00;11:20:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;29;6;11:04:00;11:28:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;30;1;11:12:00;11:36:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;31;2;11:20:00;11:44:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;32;3;11:28:00;11:52:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;33;4;11:36:00;12:00:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;34;5;11:44:00;12:08:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;35;6;11:52:00;12:16:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;36;1;12:00:00;12:24:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;37;2;12:08:00;12:32:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;38;3;12:16:00;12:40:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;39;4;12:24:00;12:48:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;40;5;12:32:00;12:56:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;41;6;12:40:00;13:04:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;42;1;12:48:00;13:12:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;43;2;12:56:00;13:20:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;44;3;13:04:00;13:28:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;45;4;13:12:00;13:36:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;46;5;13:20:00;13:44:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;47;6;13:28:00;13:52:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;48;1;13:36:00;14:00:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;49;2;13:44:00;14:08:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;50;3;13:52:00;14:16:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;51;4;14:00:00;14:24:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;52;5;14:08:00;14:32:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;53;6;14:16:00;14:40:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;54;1;14:24:00;14:48:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;55;2;14:32:00;14:56:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;56;3;14:40:00;15:04:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;57;4;14:48:00;15:12:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;58;5;14:56:00;15:20:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;59;6;15:04:00;15:28:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;60;1;15:12:00;15:36:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;61;2;15:20:00;15:44:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;62;3;15:28:00;15:52:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;63;4;15:36:00;16:00:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;64;5;15:44:00;16:08:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;65;6;15:52:00;16:16:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;66;1;16:00:00;16:24:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;67;2;16:08:00;16:32:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;68;3;16:16:00;16:40:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;69;4;16:24:00;16:48:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;70;5;16:32:00;16:56:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;71;6;16:40:00;17:04:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;72;1;16:48:00;17:12:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;73;2;16:56:00;17:20:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;74;3;17:04:00;17:28:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;75;4;17:12:00;17:36:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;76;5;17:20:00;17:44:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;77;6;17:28:00;17:52:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;78;1;17:36:00;18:00:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;79;2;17:44:00;18:08:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;80;3;17:52:00;18:16:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;81;4;18:00:00;18:24:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;82;5;18:08:00;18:32:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;83;6;18:16:00;18:40:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;84;1;18:24:00;18:48:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;85;2;18:32:00;18:56:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;86;3;18:40:00;19:04:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;87;4;18:48:00;19:12:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;88;5;18:56:00;19:20:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;89;6;19:04:00;19:28:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;90;1;19:12:00;19:36:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;91;2;19:20:00;19:44:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;92;3;19:28:00;19:52:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;93;4;19:36:00;20:00:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;94;5;19:44:00;20:08:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;95;6;19:52:00;20:16:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;96;1;20:00:00;20:24:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;97;2;20:08:00;20:32:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;98;3;20:16:00;20:40:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;99;4;20:24:00;20:48:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;100;5;20:32:00;20:56:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;101;6;20:40:00;21:04:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;102;1;20:48:00;21:12:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;103;2;20:56:00;21:20:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;104;3;21:04:00;21:28:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;105;4;21:12:00;21:36:00;8:00:00;8:00:00;4;
2015;E;DOMINGO;106;5;21:20:00;21:46:00;8:00:00;10:00:00;4;
2015;E;DOMINGO;107;6;21:28:00;21:56:00;8:00:00;10:00:00;4;
2015;E;DOMINGO;108;1;21:36:00;22:06:00;8:00:00;10:00:00;4;
2015;E;DOMINGO;109;2;21:44:00;22:15:00;8:00:00;9:00:00;4;
2015;E;DOMINGO;110;3;21:53:00;22:25:00;9:00:00;10:00:00;4;
2015;E;DOMINGO;111;4;22:03:00;22:35:30;10:00:00;10:30:00;4;
2015;H;HABIL;1;3;SALIDA ADELANTADA;5:00:00;;;4;
2015;H;HABIL;2;4;SALIDA ADELANTADA;5:07:30;;7:30:00;4;
2015;H;HABIL;3;1;5:00:00;5:15:00;;7:30:00;4;
2015;H;HABIL;4;2;5:07:30;5:22:30;7:30:00;7:30:00;4;
2015;H;HABIL;5;3;5:15:00;5:30:00;7:30:00;7:30:00;4;
2015;H;HABIL;6;4;5:22:30;5:37:30;7:30:00;7:30:00;4;
2015;H;HABIL;7;1;5:30:00;5:45:00;7:30:00;7:30:00;4;
2015;H;HABIL;8;2;5:37:30;5:52:30;7:30:00;7:30:00;4;
2015;H;HABIL;9;3;5:45:00;6:00:00;7:30:00;7:30:00;4;
2015;H;HABIL;10;4;5:52:30;6:07:30;7:30:00;7:30:00;4;
2015;H;HABIL;11;1;6:00:00;6:15:00;7:30:00;7:30:00;4;
2015;H;HABIL;12;2;6:07:30;6:22:30;7:30:00;7:30:00;4;
2015;H;HABIL;13;3;6:15:00;6:30:00;7:30:00;7:30:00;4;
2015;H;HABIL;14;4;6:22:30;6:37:30;7:30:00;7:30:00;4;
2015;H;HABIL;15;1;6:30:00;6:45:00;7:30:00;7:30:00;4;
2015;H;HABIL;16;2;6:37:30;6:52:30;7:30:00;7:30:00;4;
2015;H;HABIL;17;3;6:45:00;7:00:00;7:30:00;7:30:00;4;
2015;H;HABIL;18;4;6:52:30;7:07:30;7:30:00;7:30:00;4;
2015;H;HABIL;19;1;7:00:00;7:15:00;7:30:00;7:30:00;4;
2015;H;HABIL;20;5;7:06:36;7:21:36;6:36:00;6:36:00;4;
2015;H;HABIL;21;2;7:13:12;7:28:12;6:36:00;6:36:00;4;
2015;H;HABIL;22;3;7:19:48;7:34:48;6:36:00;6:36:00;4;
2015;H;HABIL;23;4;7:26:24;7:41:24;6:36:00;6:36:00;4;
2015;H;HABIL;24;1;7:33:00;7:48:00;6:36:00;6:36:00;4;
2015;H;HABIL;25;5;7:39:36;7:54:36;6:36:00;6:36:00;4;
2015;H;HABIL;26;2;7:46:12;8:01:12;6:36:00;6:36:00;4;
2015;H;HABIL;27;3;7:52:48;8:07:48;6:36:00;6:36:00;4;
2015;H;HABIL;28;4;7:59:24;8:14:24;6:36:00;6:36:00;4;
2015;H;HABIL;29;1;8:06:00;8:21:00;6:36:00;6:36:00;4;
2015;H;HABIL;30;5;8:12:36;8:27:36;6:36:00;6:36:00;4;
2015;H;HABIL;31;2;8:19:12;8:34:12;6:36:00;6:36:00;4;
2015;H;HABIL;32;3;8:25:48;8:40:48;6:36:00;6:36:00;4;
2015;H;HABIL;33;4;8:32:24;8:47:24;6:36:00;6:36:00;4;
2015;H;HABIL;34;1;8:39:00;8:54:00;6:36:00;6:36:00;4;
2015;H;HABIL;35;5;8:45:36;9:00:36;6:36:00;6:36:00;4;
2015;H;HABIL;36;2;8:52:12;9:07:12;6:36:00;6:36:00;4;
2015;H;HABIL;37;3;8:58:48;9:13:48;6:36:00;6:36:00;4;
2015;H;HABIL;38;4;9:05:24;9:20:24;6:36:00;6:36:00;4;
2015;H;HABIL;39;1;9:12:00;9:27:00;6:36:00;6:36:00;4;
2015;H;HABIL;40;5;9:18:36;9:33:36;6:36:00;6:36:00;4;
2015;H;HABIL;41;2;9:25:12;9:40:12;6:36:00;6:36:00;4;
2015;H;HABIL;42;3;9:31:48;9:46:48;6:36:00;6:36:00;4;
2015;H;HABIL;43;4;9:38:24;9:53:24;6:36:00;6:36:00;4;
2015;H;HABIL;44;1;9:45:00;10:00:00;6:36:00;6:36:00;4;
2015;H;HABIL;45;5;9:51:36;10:06:36;6:36:00;6:36:00;4;
2015;H;HABIL;46;2;9:58:12;10:13:12;6:36:00;6:36:00;4;
2015;H;HABIL;47;3;10:04:48;10:19:48;6:36:00;6:36:00;4;
2015;H;HABIL;48;4;10:11:24;10:26:24;6:36:00;6:36:00;4;
2015;H;HABIL;49;1;10:18:00;10:33:00;6:36:00;6:36:00;4;
2015;H;HABIL;50;5;10:24:36;10:39:36;6:36:00;6:36:00;4;
2015;H;HABIL;51;2;10:31:12;10:46:12;6:36:00;6:36:00;4;
2015;H;HABIL;52;3;10:37:48;10:52:48;6:36:00;6:36:00;4;
2015;H;HABIL;53;4;10:44:24;10:59:24;6:36:00;6:36:00;4;
2015;H;HABIL;54;1;10:51:00;11:06:00;6:36:00;6:36:00;4;
2015;H;HABIL;55;5;10:57:36;11:12:36;6:36:00;6:36:00;4;
2015;H;HABIL;56;2;11:04:12;11:19:12;6:36:00;6:36:00;4;
2015;H;HABIL;57;3;11:10:48;11:25:48;6:36:00;6:36:00;4;
2015;H;HABIL;58;4;11:17:24;11:32:24;6:36:00;6:36:00;4;
2015;H;HABIL;59;1;11:24:00;11:39:00;6:36:00;6:36:00;4;
2015;H;HABIL;60;5;11:30:36;11:45:36;6:36:00;6:36:00;4;
2015;H;HABIL;61;2;11:37:12;11:52:12;6:36:00;6:36:00;4;
2015;H;HABIL;62;3;11:43:48;11:58:48;6:36:00;6:36:00;4;
2015;H;HABIL;63;4;11:50:24;12:05:24;6:36:00;6:36:00;4;
2015;H;HABIL;64;1;11:57:00;12:12:00;6:36:00;6:36:00;4;
2015;H;HABIL;65;5;12:03:36;12:18:36;6:36:00;6:36:00;4;
2015;H;HABIL;66;2;12:10:12;12:25:12;6:36:00;6:36:00;4;
2015;H;HABIL;67;3;12:16:48;12:31:48;6:36:00;6:36:00;4;
2015;H;HABIL;68;4;12:23:24;12:38:24;6:36:00;6:36:00;4;
2015;H;HABIL;69;1;12:30:00;12:45:00;6:36:00;6:36:00;4;
2015;H;HABIL;70;5;12:36:36;12:51:36;6:36:00;6:36:00;4;
2015;H;HABIL;71;2;12:43:12;12:58:12;6:36:00;6:36:00;4;
2015;H;HABIL;72;3;12:49:48;13:04:48;6:36:00;6:36:00;4;
2015;H;HABIL;73;4;12:56:24;13:11:24;6:36:00;6:36:00;4;
