X;Y;ID;NOMBRE;DIRECCION;PISO_DPTO;CP;CPA;BARRIO;COMUNA;DIAS_Y_HOR;TELEFONOS;EMAIL;WEB;ACTIVIDAD;DEPENDE;PUBLICO;SECTOR;ACTIV
-34.57337032151829;-58.487403097016205;139;CAFE DE LA U;TRIUNVIRATO AV. 4801;;1431;C1431FCB;VILLA URQUIZA;COMUNA 12;LUNES A DOMINGOS DE 8:00 AL CIERRE.;4521-9076;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.55518391728499;-58.44881442540115;140;CAFE DE LA ESQUINA;DEL LIBERTADOR AV. 6169;;1428;C1428ARE;BELGRANO;COMUNA 13;LUNES A DOMINGOS DE 9:00 AL CIERRE.;4782-9038;ELCAFEDELAESQUINA@YAHOO.COM.AR;WWW.ELCAFEDELAESQUINA.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60612203550871;-58.37503244689892;141;BOSTON CITY;FLORIDA 165;LOCAL 3;1005;C1005AAC;SAN NICOLAS;COMUNA 1;;4343-1438;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.63353743673362;-58.46060546440526;142;LA FARMACIA;DIRECTORIO AV. 2400;;1406;C1406GZZ;FLORES;COMUNA 7;LUNES A JUEVES DE 8:00 A 24:00. VIERNES A DOMINGOS DE 8:00 AL CIERRE.;4631-3481;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.61240427955429;-58.4915726347829;143;TOKIO;ALVAREZ JONTE AV. 3550;;1407;C1407GOP;VILLA SANTA RITA;COMUNA 11;;4568-4999;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.604571946564846;-58.37579498111504;144;THE BRIGHTON;SARMIENTO 645;;1041;C1041AAM;SAN NICOLAS;COMUNA 1;LUNES A SABADOS DE 8:00 AL CIERRE.;4325-9126 / 4393-0480;RESTAURANT@THENEWBRIGHTONSRL.COM.AR;WWW.THEBRIGHTONSRL.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.602400595412746;-58.38375944207584;145;PETIT COLON;LIBERTAD 505;;1012;C1012AAK;SAN NICOLAS;COMUNA 1;LUNES A DOMINGOS DE 7:00 A 23:00.;4382-7306;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.62266015208472;-58.39374784672628;146;MIRAMAR;SARANDI 1190;;1222;C1222ACN;SAN CRISTOBAL;COMUNA 3;;4304-4261;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60850511227348;-58.37473902663276;147;LONDON CITY;DE MAYO AV. 599;;1084;C1084AAA;MONSERRAT;COMUNA 1;LUNES A VIERNES DE 8:00 AL CIERRE. SABADOS DE 8:00 A 19:00.;4342-9057 / 4343-0328;LONDONCITYBAR@FIBERTEL.COM.AR;WWW.LONDONCITYBAR.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.6113105837937;-58.42077617591954;148;LAS VIOLETAS;RIVADAVIA AV. 3899;;1204;C1204AAD;ALMAGRO;COMUNA 5;LUNES A DOMINGOS DE 8:00 AL CIERRE.;4958-7387 / 4958-7388 / 4958-7389;LASVIOLETASCAFE@HOTMAIL.COM;WWW.LASVIOLETAS.COM;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.6160585431755;-58.373265973902704;149;LA POESIA;CHILE 502;;1098;C1098AAL;SAN TELMO;COMUNA 1;;4300-7340;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60404898376969;-58.38728575597557;150;LA GIRALDA;CORRIENTES AV. 1453;;1042;C1042AAA;SAN NICOLAS;COMUNA 1;LUNES A DOMINGOS DE 8:00 AL CIERRE.;4371-3846;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.61926343666832;-58.37292497489154;151;LA CORUÑA;BOLIVAR 982;;1066;C1066AAT;SAN TELMO;COMUNA 1;LUNES A DOMINGOS DE 8:00 AL CIERRE.;4362-7637;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.58783151027512;-58.390760731886445;152;LA BIELA;QUINTANA, MANUEL, PRES. AV. 600;;1129;C1129ABO;RECOLETA;COMUNA 2;LUNES A DOMINGOS DE 7:00 A 2:00.;4804-4135 / 4804-0449;INFO@LABIELA.COM.AR;WWW.LABIELA.COM;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.597610180943136;-58.37535095780093;153;FLORIDA GARDEN;FLORIDA 899;;1005;C1005AAQ;RETIRO;COMUNA 1;LUNES A VIERNES DE 6:00 AL CIERRE. SABADOS Y DOMINGOS DE 6:00 A 23:00.;4312-7902;FLORIDAGARDEN@ARGENTINA.COM;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.646737451684345;-58.37294717069596;154;EL PROGRESO;MONTES DE OCA, MANUEL 1702;;1270;C1270ABR;BARRACAS;COMUNA 4;LUNES A SABADOS DE 7:00 A 20:00. SABADOS DE 7:00 A 14:00.;4301-0671;ELPROGRESO@BARELPROGRESO.COM.AR;WWW.BARELPROGRESO.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.62532812677431;-58.37128722280467;155;HIPOPOTAMO;BRASIL 401;;1154;C1154AAE;SAN TELMO;COMUNA 1;LUNES A JUEVES DE 7:00 A 3:00. VIERNES Y SABADOS DE 7:00 A 4:00. DOMINGOS DE 7:00 A 3:00.;4300-8450;ELNOTABLEHIPOPOTAMO@CIUDAD.COM.AR;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.58492243627778;-58.488591963671695;156;EL FARO;DE LOS CONSTITUYENTES AV. 4099;;1431;C1431EXF;PARQUE CHAS;COMUNA 15;LUNES A SABADOS DE 6:30 A 21:00. DOMINGOS DE 8:00 A 14:00.;4573-3055;INFO@ELFAROCAFEBAR.COM.AR;WWW.ELFAROCAFEBAR.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.59778362614749;-58.37839917813462;157;CONFITERIA SAINT MORITZ;ESMERALDA 894;;1007;C1007ABJ;RETIRO;COMUNA 1;;4311-7311;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.59577238923073;-58.37511140224656;158;PLAZA BAR;FLORIDA 1005;;1005;C1005AAU;RETIRO;COMUNA 1;LUNES A DOMINGOS DE 11:00 AL CIERRE.;4318-3000;MHRS.BUEAR.RESTAURANTS@MARRIOTTHOTELS.COM;WWW.MARRIOTPLAZA.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.62674938416585;-58.51830042625044;159;OLIMPO;ARREGUI 5794;;1408;C1408AVJ;MONTE CASTRO;COMUNA 10;LUNES A SABADOS DE 7:00 A 21:00.;4639-5532;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.64944696745826;-58.37942888504725;160;LOS LAURELES;IRIARTE, GRAL. AV. 2290;;1291;C1291ACB;BARRACAS;COMUNA 4;LUNES A MIERCOLES DE 12.00 A 16:00. JUEVES DE 12:00 A 16:00 Y DE 21:00 A 3:00. VIERNES DE 12:00 A 16:00 Y DE 20:00 A 4:00. SABADOS DE 20:00 A 4:00.;4303-3393;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60236928216592;-58.37715850577091;161;LE CARAVELLE;LAVALLE 726;;1047;C1047AAP;SAN NICOLAS;COMUNA 1;;4322-1673;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.61019338370361;-58.372380625909365;162;LA PUERTO RICO;ALSINA, ADOLFO 416;;1087;C1087AAF;MONSERRAT;COMUNA 1;LUNES A VIERNES DE 7:00 A 20:00. SABADOS DE 8:00 A 24:00. DOMINGOS DE 12:00 A 19:00.;4331-2215 / 4331-4178;CONTACTO@LAPUERTORICOCAFE.COM.AR;WWW.LAPUERTORICOCAFE.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.63934054060308;-58.361667145447605;163;LA PERLA;DON PEDRO DE MENDOZA AV. 1891;;1169;C1169AAC;BOCA;COMUNA 4;LUNES A DOMINGOS DE 7:00 A 19:00.;4301-2985/87;;WWW.BARLAPERLA.COM;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60960491637873;-58.38479328901464;164;LA EMBAJADA;SANTIAGO DEL ESTERO 88;;1075;C1075AAB;MONSERRAT;COMUNA 1;;4381-1520 / 4382-8127;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.633742703741994;-58.35506001041394;165;LA BUENA MEDIDA;SUAREZ 101;;1162;C1162AEC;BOCA;COMUNA 4;;4302-0038;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.609255220905354;-58.383302032861096;166;IBERIA;DE MAYO AV. 1196;;1085;C1085ABO;MONSERRAT;COMUNA 1;LUNES A DOMINGOS LAS 24.;4381-6300;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.611644536857334;-58.37474829233279;167;EL QUERANDI;PERU 302;;1067;C1067AAH;MONSERRAT;COMUNA 1;LUNES A VIERNES DE 12:00 A 16:00 Y DE 20:30 A 24:00. SABADOS Y DOMINGOS DE 20:30 A 24:00.;5199-1770;RESERVAS@ELQUERANDI.COM.AR;HTTP://WWW.QUERANDI.COM.AR/;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.58545341341522;-58.42529993633754;168;EL PREFERIDO DE PALERMO;BORGES, JORGE LUIS 2108;;1425;C1425FFD;PALERMO;COMUNA 14;LUNES A SABADOS DE 12:00 A 16:00 Y DE 20:00 AL CIERRE.;4774-6585;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.604205747388264;-58.39030652371356;169;EL GATO NEGRO;CORRIENTES AV. 1669;;1042;C1042AAC;SAN NICOLAS;COMUNA 1;LUNES DE 9:00 A 22:00. MARTES DE 9:00 A 23:00. MIERCOLES Y JUEVES DE 9:00 A 24:00. VIERNES Y SABADOS DE 9:00 A 2:00. DOMINGOS DE 15:00 A 23:00.;4374 1730;GATONE@ELGATONEGRO.COM.AR;ELGATONEGRONET.COM.AR/HOME.HTM;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60392113231227;-58.37948969089784;170;CONFITERIA IDEAL;SUIPACHA 384;;1008;C1008AAH;SAN NICOLAS;COMUNA 1;LUNES A DOMINGOS DE 8:30 A 20:00.;5265-8069 / 4328-7750;CONFITERIAIDEAL@CONFITERIAIDEAL.COM;WWW.CONFITERIAIDEAL.COM;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.598998577196355;-58.39311239058964;171;CLASICA Y MODERNA;CALLAO AV. 892;;1023;C1023AAO;RECOLETA;COMUNA 2;LUNES A DOMINGOS DE 8:00 A 3.00.;4812-8707 / 4811-3670;CLASICA@CLASICAYMODERNA.COM;WWW.CLASICAYMODERNA.COM;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.591752481998256;-58.374529478558635;172;CAFE RETIRO;RAMOS MEJIA, JOSE MARIA, DR. AV. 1358;;1104;C1104AJN;RETIRO;COMUNA 1;LUNES A SABADOS DE 8:30 A 21:00.;4516-0412/0902;RETIRO@AREAS.COM.AR;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.62326277310338;-58.4163747422262;173;CAFE MARGOT;BOEDO AV. 857;;1218;C1218AAE;BOEDO;COMUNA 5;LUNES A JUEVES DE 7:00 A 2:00. VIERNES Y SABADOS DE 7:00 A 4:00. DOMINGOS DE 7:00 A 2:00.;4957-0001;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60295226627905;-58.39232554768705;174;LOS GALGOS;CALLAO AV. 501;;1022;C1022AAF;SAN NICOLAS;COMUNA 1;LUNES A SABADOS DE 8:00 A 21:00.;4371-3561;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.61741857085;-58.434686856787344;175;EL COLECCIONISTA;RIVADAVIA AV. 4929;;1424;C1424CEE;CABALLITO;COMUNA 6;LUNES A DOMINGOS LAS 24.;4902-7954;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.6111895661586;-58.478215685395405;176;DON JUAN;CAMARONES 2702;;1416;C1416EDB;VILLA SANTA RITA;COMUNA 11;LUNES A VIERNES DE 6:00 A 21:00. SABADOS DE 6:00 A 15:00.;4586-0679;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60635337988071;-58.51059071127131;177;CAFE DE GARCIA;SANABRIA 3302;;1417;C1417AZZ;VILLA DEVOTO;COMUNA 11;;4501-5912;GARCIA@CAFEDEGARCIA.COM.AR;WWW.CAFEDEGARCIA.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.61838509207388;-58.37002870752257;178;BAR SUR;ESTADOS UNIDOS 299;;1101;C1101AAE;SAN TELMO;COMUNA 1;;4362-6086;INFO@BAR-SUR.COM.AR;WWW.BAR-SUR.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60904349997134;-58.38128364171083;179;CONFITERIA DEL HOTEL CASTELAR;DE MAYO AV. 1048;;1085;C1085ABN;MONSERRAT;COMUNA 1;;4383-5000/9;INFO@CASTELARHOTEL.COM.AR;WWW.CASTELARHOTEL.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60096223188217;-58.374515743131475;180;CLARIDGE BAR;TUCUMAN 535;;1049;C1049AAK;SAN NICOLAS;COMUNA 1;;4314-7700, INTERNO: 335;INFORESERVAS@CLARIDGE.COM.AR;WWW.CLARIDGE-HOTEL.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60882071063797;-58.37812906529784;181;CAFE TORTONI;DE MAYO AV. 825;;1084;C1084AAD;MONSERRAT;COMUNA 1;;4342-4328;TORTONI@CAFETORTONI.COM.AR;WWW.CAFETORTONI.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.59405791070374;-58.41438847869511;182;CAFE NOSTALGIA;SOLER 3599;;1425;C1425BWG;RECOLETA;COMUNA 2;;4963-0903;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60193575026652;-58.39113133111832;183;CAFE MAR AZUL;TUCUMAN 1700;;1050;C1050AAH;SAN NICOLAS;COMUNA 1;;4374-0307;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.62538220397511;-58.416336771833635;184;ESQUINA HOMERO MANZI;SAN JUAN AV. 3601;;1233;C1233ABG;BOEDO;COMUNA 5;LUNES A DOMINGOS DE 8:00 AL CIERRE.;4957-8488;INFO@ESQUINAHOMEROMANZI.COM.AR;WWW.ESQUINAHOMEROMANZI.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.601646573296854;-58.41548810770799;185;CAFE EL BANDERIN;GUARDIA VIEJA 3601;;1192;C1192AAG;ALMAGRO;COMUNA 5;;4862-7757;INFO@ELBANDERIN.COM.AR;WWW.ELBANDERIN.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60952413399604;-58.3960065131397;186;CAFE DE LOS ANGELITOS;RIVADAVIA AV. 2100;;1033;C1033AAX;BALVANERA;COMUNA 3;;4952-2320;INFO@CAFEDELOSANGELITOS.COM;WWW.CAFEDELOSANGELITOS.COM;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.62530287146946;-58.370838195375306;187;BAR BRITANICO;BRASIL AV. 399;;1154;C1154AAC;SAN TELMO;COMUNA 1;;4361-7902 / 4361-2107;;WWW.BARBRITANICO.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.61591441491876;-58.37176262489069;188;BAR SEDDON;DEFENSA 695;;1065;C1065AAK;MONSERRAT;COMUNA 1;;4342-3700;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.66270757908861;-58.50006185525128;189;BAR OVIEDO;DE LA TORRE, LISANDRO AV. 2407;;1440;C1440ECM;MATADEROS;COMUNA 9;;4687-8690;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.61945306504456;-58.371314983586345;190;BAR EL FEDERAL;CALVO, CARLOS 395;;1102;C1102AAG;SAN TELMO;COMUNA 1;;4300-4313;;WWW.BARELFEDERAL.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.58767481294015;-58.38899523480014;191;BAR DEL HOTEL ALVEAR;ALVEAR AV. 1891;;1129;C1129AAA;RECOLETA;COMUNA 2;;4808-2949 / 4808-2100;;WWW.ALVEARPALACE.COM;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.609167486107324;-58.38430027404939;192;36 BILLARES;DE MAYO AV. 1265;;1085;C1085ABC;MONSERRAT;COMUNA 1;;4381-5696;INFO@LOS36BILLARES.COM.AR;WWW.LOS36BILLARES.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.62054895942603;-58.37139793371127;193;BAR PLAZA DORREGO;DEFENSA 1096;;1065;C1065AAT;SAN TELMO;COMUNA 1;;4361-8141 / 4361-0141;CYUTERA@HOTMAIL.COM;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.59788454040555;-58.37319699538872;194;BARBARO - BAR O BAR;TRES SARGENTOS 415;;1054;C1054ABC;RETIRO;COMUNA 1;LUNES A JUEVES DE 8:00 A 1:00. VIERNES Y SABADOS DE 8:00 A 3:00.;4311-6856;INFO@BAROBAR.COM.AR;HTTP://BARBAROBAR.COM.AR;BAR CULTURAL;NONE;GENERAL;PRIVADO;
-34.63540476740567;-58.36820868144165;195;BAR EL ESTAÑO 1880;VALLE, ARISTOBULO DEL 1100;;1165;C1165AGD;BOCA;COMUNA 4;;4302-8880 / 3535-1015;ELESTAÑO1880@HOTMAIL.COM;WWW.ELESTAÑO1880.COM.AR;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.61867580904796;-58.39989738976399;196;BAR DE CAO;INDEPENDENCIA AV. 2400;;1225;C1225AAS;SAN CRISTOBAL;COMUNA 3;;4943-3694;BARDECAO@GMAIL.COM;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60711899332652;-58.3753647931538;197;AMERICAN BAR;SAENZ PE�A, ROQUE, PRES. AV. 632;;1035;C1035AAO;SAN NICOLAS;COMUNA 1;;4331-4825;;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.60700634999699;-58.41859618989765;198;12 DE OCTUBRE (BAR DE ROBERTO);BULNES 331;;1176;C1176ABE;ALMAGRO;COMUNA 5;;6327-4594 / 4862-0415;INFO@BARDEROBERTO.COM.AR;;BAR NOTABLE;NONE;GENERAL;PRIVADO;
-34.59732025360095;-58.42630300324963;199;CLUB CULTURAL MATIENZO;PRINGLES 1249;;1183;C1183AEW;VILLA CRESPO;COMUNA 15;MARTES A VIERNES DESDE LAS 17 Y SABADOS Y DOMINGOS DESDE LAS 20 HS;15-6610-1520;INFO@CCMATIENZO.COM.AR;HTTP://CCMATIENZO.COM.AR/;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.6108316463812;-58.4213904458132;200;BIBLIOTECA POPULAR ARGENTINA PARA CIEGOS;LEZICA 3909;;1202;C1202AAA;ALMAGRO;COMUNA 5;LUNES A VIERNES DE 14:00 A 20:30.;4981-0137;BAC@BAC.ORG.AR;WWW.BAC.ORG.AR;BIBLIOTECA;NONE;GENERAL;ONG;
-34.61445525893806;-58.43872502947273;201;BIBLIOTECA POPULAR GENERAL ALVEAR;AVELLANEDA 542;;1405;C1405CNS;CABALLITO;COMUNA 6;LUNES A VIERNES DE 16:00 A 20:30.;4901-0242;;;BIBLIOTECA;NONE;GENERAL;ONG;
-34.54578000956421;-58.45824523634475;202;CLUB OBRAS SANITARIAS DE LA NACION;DEL LIBERTADOR AV. 7395;;1429;C1429BMG;NUÑEZ;COMUNA 13;LUNES A VIERNES DE 15:00 A 20:00.;4701-5968;;;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.60599946755147;-58.398610270143855;203;BIBLIOTECA POPULAR ALBERTO GERCHUNOFF;SARMIENTO 2233;;1044;C1044AAI;BALVANERA;COMUNA 3;;4952-5886;HEBRAICA@HEBRAICO.ORG.AR;;BIBLIOTECA;NONE;GENERAL;ONG;
-34.60512907375009;-58.44491251203748;204;BIBLIOTECA POPULAR GRAL. BENITO NAZAR;ANTEZANA 340;;1414;C1414EEH;VILLA CRESPO;COMUNA 15;LUNES A VIERNES DE 17:00 A 20:00.;4854-8737;BIBLIOTECANAZAR@YAHOO.COM.AR;;BIBLIOTECA;NONE;GENERAL;ONG;
-34.60288230096737;-58.462166025440055;205;BIBLIOTECA POPULAR JUAN MARIA BECCIU;GRANADA, NICOLAS 1660;;1416;C1416FKB;PATERNAL;COMUNA 15;MARTES A VIERNES DE 10:00 A 13:00 Y DE 15:00 A 19:00.;4582-1232;BIBLIOTECABECCIU@YAHOO.COM.AR;WWW.LABECCIU.BLOGSPOT.COM.AR;BIBLIOTECA;NONE;GENERAL;ONG;
-34.586616929431884;-58.47644341637664;206;BIBLIOTECA POPULAR EL RESPLANDOR;LLERENA 2727;;1427;C1427DEG;PARQUE CHAS;COMUNA 15;LUNES A VIERNES DE 17:30 A 18:00.;4521-8146;;;BIBLIOTECA;NONE;GENERAL;ONG;
-34.603624990829566;-58.37894658198476;207;OPERA CITI;CORRIENTES AV. 860;;1043;C1043AAV;SAN NICOLAS;COMUNA 1;;;;WWW.OPERACITI.COM.AR;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.615794705786435;-58.37031605829453;208;MOLIERE CAFE CONCERT;CHILE AV. 299;;1098;C1098AAE;MONSERRAT;COMUNA 1;LUNES A DOMINGOS DE 19:00 A 23:00.;4343-623;INFO@MOLIERE-CAFE.COM;WWW.MOLIERE-CAFE.COM;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.632598591878505;-58.40311228425244;209;GRUPO DE TEATRO COMUNITARIO POMPAPETRIYASS DE PARQUE PATRICIOS;LUCA, ESTEBAN DE Y BRASIL;;;;PARQUE PATRICIOS;COMUNA 4;SABADOS DE 15:30 A 17:30.;4308-1965;INFO@POMPAPETRIYASOS.COM;;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.606979963434426;-58.39379839421054;210;BRILLA CORDELIA;PERON, JUAN DOMINGO, TTE. GENERAL 1926;;1040;C1040AAD;BALVANERA;COMUNA 3;LUNES A VIERNES DE 18:00 A 23:00.;3979-4823;BRILLACORDELIA@GMAIL.COM;WWW.BRILLACORDELIA.BLOGSPOT.COM;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.63077647695924;-58.369703100352304;211;QUERIDA ELENA;PI Y MARGALL 1124;;1165;C1165AFD;BOCA;COMUNA 4;;4361-5040;QUERIDAELENA_BOCA@YAHOO.COM.AR;WWW.QUERIDAELENA.BLOGSPOT.COM;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.60468305850937;-58.46564733683503;212;ESPACIO TBK;TRELLES, MANUEL R. 2033;;1416;C1416BRS;VILLA GRAL. MITRE;COMUNA 11;SABADOS Y DOMINGOS DE 18:00 A 23:00.;4586-2971;ESPACIOTBK@GMAIL.COM;WWW.ESPACIOTBK.BLOGSPOT.COM;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.598995131451616;-58.37419766399894;213;TEATRO PAYRO;SAN MARTIN 766;;1004;C1004AAP;SAN NICOLAS;COMUNA 1;;4312-5922;CONSULTAS@TEATROPAYRO.COM;WWW.TEATROPAYRO.COM.AR;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.61781121265475;-58.39447623813933;214;TEATRO DEL ARTEFACTO;SARANDI 760;;1222;C1222ACF;BALVANERA;COMUNA 3;LUNES A VIERNES DE 19:00 A 21:00.;4308-3353;INFO@ETBAONLINE.COM.AR;WWW.ETBAONLINE.COM.AR;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.61614284497157;-58.375044844937634;215;DEL BORDE ESPACIO TEATRAL;CHILE 630;;1098;C1098AAN;SAN TELMO;COMUNA 1;LUNES A VIERNES DE 14:00 A 21:00.;4300-6201;INFO@DELBORDE.COM.AR;WWW.DELBORDE.COM.AR;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.577804926600685;-58.450713635045055;216;EL SOTANO;GARCIA, TEODORO 3234;;1426;C1426DNJ;COLEGIALES;COMUNA 13;VIERNES, SABADOS Y DOMINGOS DE 18:00 A 23:00.;4552-8340;;WWW.ELSOTANOTEATRO.COM;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.60599946755147;-58.398610270143855;217;SOCIEDAD HEBRAICA ARGENTINA (SHA);SARMIENTO 2233;;1044;C1044AAI;BALVANERA;COMUNA 3;LUNES A VIERNES DE 10:00 A 19:00.;4127-2200;;WWW.HEBRAICA.ORG.AR;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;ONG;
-34.5710016760865;-58.460445470419195;218;ESPACIO CULTURAL C.E.I.A.C;FREIRE, RAMON, CAP. GRAL. 1658;;1426;C1426AWH;BELGRANO;COMUNA 13;;4561-6214;;WWW.CECILIAROZENTAL.COM.AR;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.56008411463928;-58.46383868425292;219;LA SODERIA;VIDAL 2549;;1428;C1428CSO;BELGRANO;COMUNA 13;LUNES A SABADOS DE 13:00 A 23:00.;4543-1728;;;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.57893160460156;-58.46174619717834;220;EL ARBOL, CENTRO DE INVESTIGACION TEATRAL;14 DE JULIO 1261;;1427;C1427CJY;VILLA ORTUZAR;COMUNA 15;LUNES A VIERNES DE 11:00 A 20:00.;4555-7652;TEATRO@RAULMERENUK.COM.AR;WWW.RAULMERENUK.COM.AR;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.60523991337955;-58.38551713680944;221;CLUB DEL PROGRESO;SARMIENTO 1334;;1041;C1041ABB;SAN NICOLAS;COMUNA 1;LUNES A VIERNES DE 10:00 A 20:00.;4372-3350/3380;INFO@CLUBDELPROGRESO.COM;WWW.CLUBDELPROGRESO.COM;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.58069990942058;-58.428923419052765;222;LA ESCALERA ESPACIO DE ARTE;JUSTO, JUAN B. AV. 889;;1425;C1425FSC;PALERMO;COMUNA 14;LUNES A SABADOS DE 17:00 A 23:00.;4774-6533;ESPACIOLAESCALERA@FIBERTEL.COM.AR;WWW.ESPACIOLAESCALERA.COM.AR;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
-34.61635324461819;-58.43228397484468;223;CLUB ITALIANO;RIVADAVIA AV. 4731;;1424;C1424CEC;CABALLITO;COMUNA 6;LUNES A VIERNES DE 14:30 A 20:30.;4901-1061/63 INTERNO:: 129;PRENSA@CLUBITALIANO.COM.AR;WWW.CLUBITALIANO.COM.AR;ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA);NONE;GENERAL;PRIVADO;
